date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,0.15,10.06,8.33,16.47,1.37,0.72,16.97,15.5,21.45,0.0,0.12,8.86
2001.0,0.15,10.01,8.33,16.23,1.36,0.72,16.99,15.49,21.45,0.29,0.12,8.85
2002.0,0.16,9.96,8.33,15.98,1.36,0.72,17.01,15.49,21.46,0.57,0.12,8.84
2003.0,0.16,9.91,8.34,15.74,1.35,0.72,17.03,15.48,21.46,0.86,0.12,8.82
2004.0,0.17,9.86,8.34,15.5,1.34,0.72,17.05,15.47,21.47,1.15,0.12,8.81
2005.0,0.17,9.81,8.34,15.25,1.34,0.72,17.07,15.47,21.48,1.43,0.12,8.8
2006.0,0.18,9.76,8.34,15.01,1.33,0.72,17.09,15.46,21.48,1.72,0.12,8.79
2007.0,0.27,9.65,9.77,13.86,1.26,0.74,17.77,13.85,21.21,3.77,0.12,7.74
2008.0,0.35,9.53,11.21,12.7,1.19,0.75,18.45,12.24,20.93,5.83,0.12,6.69
2009.0,0.43,9.42,12.64,11.54,1.12,0.77,19.13,10.62,20.66,7.88,0.12,5.64
2010.0,0.52,9.31,14.07,10.39,1.06,0.79,19.82,9.01,20.39,9.93,0.12,4.59
2011.0,0.6,9.19,15.51,9.23,0.99,0.8,20.5,7.4,20.11,11.99,0.12,3.54
2012.0,0.69,9.08,16.94,8.08,0.92,0.82,21.18,5.79,19.84,14.04,0.12,2.49
2013.0,0.69,9.08,16.94,8.08,0.89,0.82,21.18,5.8,19.87,14.04,0.12,2.49
2014.0,0.69,9.08,16.94,8.08,0.86,0.82,21.18,5.8,19.9,14.03,0.12,2.49
2015.0,0.69,9.08,16.94,8.08,0.83,0.82,21.18,5.81,19.93,14.02,0.12,2.49
2016.0,0.69,9.08,16.94,8.08,0.8,0.82,21.18,5.82,19.96,14.02,0.12,2.49
2017.0,0.69,9.08,16.94,8.08,0.77,0.82,21.18,5.82,19.99,14.02,0.12,2.49
2018.0,0.69,9.08,16.94,8.08,0.74,0.82,21.18,5.83,20.02,14.01,0.12,2.49
2019.0,0.69,9.08,16.94,8.08,0.74,0.82,21.18,5.83,20.02,14.01,0.12,2.49
2020.0,0.69,9.08,16.94,8.08,0.74,0.82,21.18,5.83,20.02,14.01,0.12,2.49
