date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,18.34,1.15,16.85,27.07,0.42,4.01,5.09,11.56,5.54,0.81,6.47,2.69
2001.0,18.35,1.15,16.85,27.05,0.41,4.0,5.1,11.54,5.54,0.84,6.5,2.68
2002.0,18.36,1.14,16.85,27.03,0.4,4.0,5.11,11.52,5.53,0.86,6.52,2.67
2003.0,18.37,1.14,16.84,27.01,0.4,4.0,5.12,11.5,5.53,0.89,6.55,2.66
2004.0,18.38,1.14,16.84,26.98,0.39,3.99,5.14,11.47,5.53,0.92,6.58,2.65
2005.0,18.39,1.13,16.84,26.96,0.38,3.98,5.15,11.45,5.52,0.94,6.6,2.64
2006.0,18.4,1.13,16.84,26.94,0.37,3.98,5.16,11.43,5.52,0.97,6.63,2.63
2007.0,17.84,1.51,16.29,27.02,0.35,3.99,5.18,11.47,5.46,1.24,6.72,2.94
2008.0,17.28,1.89,15.73,27.1,0.34,3.99,5.21,11.51,5.39,1.51,6.8,3.25
2009.0,16.73,2.26,15.18,27.18,0.33,4.0,5.23,11.55,5.32,1.78,6.89,3.56
2010.0,16.17,2.64,14.62,27.25,0.31,4.01,5.25,11.6,5.26,2.05,6.98,3.86
2011.0,15.61,3.02,14.06,27.33,0.3,4.01,5.28,11.64,5.2,2.32,7.06,4.17
2012.0,15.05,3.4,13.51,27.41,0.28,4.02,5.3,11.68,5.13,2.59,7.15,4.48
2013.0,15.04,3.4,13.51,27.41,0.27,4.02,5.3,11.68,5.14,2.59,7.16,4.48
2014.0,15.04,3.4,13.51,27.42,0.27,4.02,5.3,11.68,5.14,2.59,7.16,4.48
2015.0,15.03,3.4,13.5,27.42,0.26,4.02,5.3,11.68,5.15,2.59,7.17,4.48
2016.0,15.02,3.39,13.5,27.42,0.25,4.02,5.31,11.67,5.16,2.59,7.18,4.48
2017.0,15.02,3.39,13.5,27.43,0.25,4.02,5.31,11.67,5.16,2.59,7.18,4.48
2018.0,15.01,3.39,13.5,27.43,0.24,4.02,5.31,11.67,5.17,2.59,7.19,4.48
2019.0,15.01,3.39,13.5,27.43,0.24,4.02,5.31,11.67,5.17,2.59,7.19,4.48
2020.0,15.01,3.39,13.5,27.43,0.24,4.02,5.31,11.67,5.17,2.59,7.19,4.48
