date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,11.9,0.67,14.23,28.75,2.47,5.21,4.94,12.22,9.97,0.89,5.37,3.39
2001.0,11.89,0.67,14.2,28.75,2.47,5.21,4.95,12.23,9.96,0.92,5.38,3.39
2002.0,11.87,0.67,14.16,28.76,2.47,5.21,4.97,12.23,9.96,0.94,5.38,3.39
2003.0,11.86,0.67,14.13,28.76,2.46,5.21,4.98,12.23,9.96,0.97,5.39,3.39
2004.0,11.85,0.66,14.1,28.76,2.46,5.21,4.99,12.24,9.95,0.99,5.4,3.39
2005.0,11.83,0.66,14.06,28.77,2.46,5.21,5.01,12.25,9.95,1.02,5.4,3.39
2006.0,11.82,0.66,14.03,28.77,2.46,5.21,5.02,12.25,9.94,1.04,5.41,3.39
2007.0,12.58,0.86,13.97,27.84,2.34,5.21,5.26,11.99,9.71,1.27,5.44,3.53
2008.0,13.33,1.07,13.91,26.9,2.23,5.21,5.51,11.73,9.48,1.5,5.46,3.67
2009.0,14.09,1.27,13.86,25.96,2.12,5.21,5.75,11.46,9.25,1.73,5.48,3.81
2010.0,14.85,1.47,13.8,25.03,2.0,5.22,6.0,11.2,9.01,1.96,5.51,3.95
2011.0,15.6,1.68,13.74,24.09,1.89,5.22,6.25,10.94,8.78,2.19,5.54,4.09
2012.0,16.36,1.88,13.68,23.16,1.77,5.22,6.49,10.68,8.55,2.42,5.56,4.23
2013.0,16.36,1.88,13.68,23.16,1.75,5.22,6.49,10.68,8.57,2.42,5.57,4.23
2014.0,16.36,1.88,13.68,23.15,1.73,5.22,6.49,10.68,8.59,2.42,5.57,4.23
2015.0,16.36,1.88,13.68,23.14,1.71,5.22,6.49,10.68,8.61,2.42,5.58,4.24
2016.0,16.36,1.88,13.67,23.14,1.7,5.22,6.49,10.67,8.62,2.43,5.59,4.24
2017.0,16.36,1.88,13.67,23.13,1.68,5.22,6.49,10.67,8.64,2.43,5.59,4.24
2018.0,16.36,1.88,13.67,23.13,1.66,5.22,6.49,10.67,8.66,2.43,5.6,4.24
2019.0,16.36,1.88,13.67,23.13,1.66,5.22,6.49,10.67,8.66,2.43,5.6,4.24
2020.0,16.36,1.88,13.67,23.13,1.66,5.22,6.49,10.67,8.66,2.43,5.6,4.24
