date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,29.18,0.08,23.08,30.73,0.0,0.13,2.36,11.86,0.0,1.04,1.54,0.0
2001.0,29.16,0.08,23.08,30.74,0.0,0.13,2.36,11.86,0.0,1.05,1.54,0.0
2002.0,29.13,0.08,23.09,30.74,0.0,0.13,2.36,11.86,0.0,1.07,1.54,0.0
2003.0,29.11,0.08,23.09,30.75,0.0,0.13,2.36,11.86,0.0,1.08,1.54,0.0
2004.0,29.09,0.08,23.1,30.76,0.0,0.13,2.36,11.85,0.0,1.1,1.54,0.0
2005.0,29.06,0.08,23.11,30.76,0.0,0.13,2.36,11.85,0.0,1.11,1.54,0.0
2006.0,29.04,0.08,23.11,30.77,0.0,0.13,2.36,11.85,0.0,1.13,1.54,0.0
2007.0,29.42,0.07,23.3,30.15,0.0,0.13,2.35,11.36,0.0,1.37,1.56,0.3
2008.0,29.8,0.05,23.49,29.53,0.0,0.13,2.33,10.87,0.0,1.62,1.58,0.59
2009.0,30.18,0.04,23.68,28.91,0.0,0.13,2.32,10.38,0.0,1.86,1.59,0.89
2010.0,30.57,0.03,23.87,28.3,0.0,0.13,2.31,9.9,0.0,2.1,1.61,1.19
2011.0,30.95,0.01,24.06,27.68,0.0,0.13,2.29,9.41,0.0,2.35,1.63,1.48
2012.0,31.33,0.0,24.25,27.06,0.0,0.13,2.28,8.92,0.0,2.59,1.65,1.78
2013.0,31.33,0.0,24.25,27.06,0.0,0.13,2.28,8.92,0.0,2.59,1.65,1.78
2014.0,31.33,0.0,24.25,27.06,0.0,0.13,2.28,8.92,0.0,2.59,1.65,1.78
2015.0,31.33,0.0,24.25,27.06,0.0,0.13,2.28,8.92,0.0,2.59,1.65,1.78
2016.0,31.33,0.0,24.25,27.06,0.0,0.13,2.28,8.92,0.0,2.59,1.65,1.78
2017.0,31.33,0.0,24.25,27.06,0.0,0.13,2.28,8.92,0.0,2.59,1.65,1.78
2018.0,31.33,0.0,24.25,27.06,0.0,0.13,2.28,8.92,0.0,2.59,1.65,1.78
2019.0,31.33,0.0,24.25,27.06,0.0,0.13,2.28,8.92,0.0,2.59,1.65,1.78
2020.0,31.33,0.0,24.25,27.06,0.0,0.13,2.28,8.92,0.0,2.59,1.65,1.78
