date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,28.85,0.2,20.2,29.6,0.18,0.87,2.27,9.93,2.02,0.73,4.37,0.77
2001.0,28.85,0.2,20.05,29.58,0.18,0.87,2.27,9.94,2.02,0.9,4.38,0.77
2002.0,28.84,0.19,19.9,29.56,0.17,0.87,2.27,9.95,2.03,1.07,4.38,0.76
2003.0,28.84,0.19,19.75,29.54,0.17,0.87,2.27,9.96,2.03,1.24,4.38,0.76
2004.0,28.83,0.19,19.61,29.52,0.17,0.87,2.27,9.96,2.03,1.41,4.39,0.76
2005.0,28.82,0.18,19.46,29.5,0.16,0.87,2.27,9.97,2.04,1.58,4.4,0.75
2006.0,28.82,0.18,19.31,29.48,0.16,0.87,2.27,9.98,2.04,1.75,4.4,0.75
2007.0,28.57,0.25,19.02,29.37,0.15,0.87,2.34,9.92,1.97,2.13,4.47,0.95
2008.0,28.33,0.33,18.73,29.26,0.14,0.87,2.41,9.86,1.89,2.51,4.53,1.16
2009.0,28.09,0.4,18.43,29.14,0.12,0.87,2.49,9.79,1.81,2.88,4.6,1.36
2010.0,27.84,0.47,18.14,29.03,0.11,0.87,2.56,9.73,1.74,3.26,4.67,1.57
2011.0,27.6,0.55,17.85,28.92,0.1,0.87,2.63,9.67,1.67,3.64,4.73,1.77
2012.0,27.35,0.62,17.56,28.81,0.09,0.87,2.7,9.61,1.59,4.02,4.8,1.98
2013.0,27.35,0.62,17.56,28.81,0.09,0.87,2.71,9.61,1.59,4.02,4.8,1.98
2014.0,27.34,0.62,17.56,28.8,0.09,0.87,2.71,9.61,1.59,4.02,4.81,1.98
2015.0,27.34,0.62,17.55,28.8,0.09,0.87,2.71,9.61,1.59,4.03,4.81,1.98
2016.0,27.33,0.62,17.55,28.8,0.09,0.87,2.72,9.6,1.59,4.03,4.81,1.98
2017.0,27.32,0.62,17.55,28.79,0.09,0.87,2.73,9.6,1.59,4.03,4.82,1.98
2018.0,27.32,0.62,17.55,28.79,0.09,0.87,2.73,9.6,1.59,4.03,4.82,1.98
2019.0,27.32,0.62,17.55,28.79,0.09,0.87,2.73,9.6,1.59,4.03,4.82,1.98
2020.0,27.32,0.62,17.55,28.79,0.09,0.87,2.73,9.6,1.59,4.03,4.82,1.98
