date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,2.52,55.82,3.13,11.06,0.0,8.16,0.71,1.61,0.0,1.02,13.81,2.16
2001.0,2.67,55.7,3.12,10.85,0.0,8.16,0.66,1.64,0.0,1.13,13.85,2.23
2002.0,2.81,55.59,3.1,10.64,0.0,8.16,0.61,1.66,0.0,1.23,13.88,2.31
2003.0,2.96,55.48,3.09,10.43,0.0,8.16,0.56,1.69,0.0,1.34,13.91,2.38
2004.0,3.11,55.36,3.08,10.22,0.0,8.16,0.51,1.71,0.0,1.45,13.95,2.45
2005.0,3.25,55.25,3.06,10.01,0.0,8.16,0.46,1.74,0.0,1.55,13.98,2.53
2006.0,3.4,55.13,3.05,9.8,0.0,8.16,0.41,1.76,0.0,1.66,14.02,2.6
2007.0,3.6,54.12,2.74,9.67,0.0,8.16,0.55,3.03,0.0,1.89,14.0,2.23
2008.0,3.8,53.12,2.43,9.54,0.0,8.15,0.69,4.3,0.0,2.12,13.99,1.86
2009.0,4.0,52.11,2.12,9.41,0.0,8.15,0.83,5.56,0.0,2.35,13.97,1.49
2010.0,4.2,51.1,1.81,9.27,0.0,8.15,0.97,6.83,0.0,2.59,13.95,1.12
2011.0,4.4,50.1,1.5,9.14,0.0,8.14,1.11,8.1,0.0,2.82,13.94,0.75
2012.0,4.6,49.09,1.19,9.01,0.0,8.14,1.25,9.37,0.0,3.05,13.92,0.38
2013.0,4.6,49.1,1.19,9.01,0.0,8.14,1.24,9.37,0.0,3.05,13.92,0.38
2014.0,4.6,49.11,1.19,9.01,0.0,8.14,1.24,9.37,0.0,3.05,13.91,0.38
2015.0,4.6,49.12,1.19,9.01,0.0,8.14,1.23,9.37,0.0,3.05,13.91,0.38
2016.0,4.6,49.13,1.19,9.01,0.0,8.14,1.22,9.37,0.0,3.05,13.91,0.38
2017.0,4.6,49.14,1.19,9.01,0.0,8.14,1.22,9.37,0.0,3.05,13.9,0.38
2018.0,4.6,49.15,1.19,9.01,0.0,8.14,1.21,9.37,0.0,3.05,13.9,0.38
2019.0,4.6,49.15,1.19,9.01,0.0,8.14,1.21,9.37,0.0,3.05,13.9,0.38
2020.0,4.6,49.15,1.19,9.01,0.0,8.14,1.21,9.37,0.0,3.05,13.9,0.38
