date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,3.61,0.0,19.67,49.32,0.0,0.0,0.0,13.69,0.0,0.0,13.72,0.0
2001.0,3.59,0.0,19.67,49.32,0.0,0.0,0.0,13.69,0.0,0.0,13.74,0.0
2002.0,3.57,0.0,19.67,49.32,0.0,0.0,0.0,13.69,0.0,0.0,13.76,0.0
2003.0,3.55,0.0,19.67,49.32,0.0,0.0,0.0,13.69,0.0,0.0,13.78,0.0
2004.0,3.53,0.0,19.67,49.32,0.0,0.0,0.0,13.69,0.0,0.0,13.79,0.0
2005.0,3.51,0.0,19.67,49.32,0.0,0.0,0.0,13.69,0.0,0.0,13.81,0.0
2006.0,3.49,0.0,19.67,49.32,0.0,0.0,0.0,13.69,0.0,0.0,13.83,0.0
2007.0,4.13,0.0,18.76,48.66,0.0,0.0,0.0,14.52,0.0,0.0,13.93,0.0
2008.0,4.78,0.0,17.84,47.99,0.0,0.0,0.0,15.36,0.0,0.0,14.03,0.0
2009.0,5.43,0.0,16.93,47.33,0.0,0.0,0.0,16.19,0.0,0.0,14.13,0.0
2010.0,6.07,0.0,16.01,46.67,0.0,0.0,0.0,17.02,0.0,0.0,14.24,0.0
2011.0,6.71,0.0,15.09,46.0,0.0,0.0,0.0,17.86,0.0,0.0,14.34,0.0
2012.0,7.36,0.0,14.18,45.34,0.0,0.0,0.0,18.69,0.0,0.0,14.44,0.0
2013.0,7.36,0.0,14.18,45.34,0.0,0.0,0.0,18.69,0.0,0.0,14.44,0.0
2014.0,7.36,0.0,14.18,45.34,0.0,0.0,0.0,18.69,0.0,0.0,14.44,0.0
2015.0,7.36,0.0,14.18,45.34,0.0,0.0,0.0,18.69,0.0,0.0,14.44,0.0
2016.0,7.36,0.0,14.18,45.34,0.0,0.0,0.0,18.69,0.0,0.0,14.44,0.0
2017.0,7.36,0.0,14.18,45.34,0.0,0.0,0.0,18.69,0.0,0.0,14.44,0.0
2018.0,7.36,0.0,14.18,45.34,0.0,0.0,0.0,18.69,0.0,0.0,14.44,0.0
2019.0,7.36,0.0,14.18,45.34,0.0,0.0,0.0,18.69,0.0,0.0,14.44,0.0
2020.0,7.36,0.0,14.18,45.34,0.0,0.0,0.0,18.69,0.0,0.0,14.44,0.0
