date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,13.92,1.31,17.98,29.24,0.52,4.81,6.11,9.89,6.78,0.9,5.29,3.24
2001.0,13.94,1.31,18.0,29.22,0.51,4.81,6.12,9.87,6.78,0.91,5.32,3.23
2002.0,13.95,1.31,18.01,29.19,0.5,4.8,6.13,9.84,6.77,0.92,5.35,3.21
2003.0,13.97,1.31,18.03,29.17,0.49,4.8,6.14,9.82,6.77,0.93,5.38,3.2
2004.0,13.99,1.3,18.05,29.15,0.48,4.8,6.16,9.79,6.77,0.93,5.41,3.19
2005.0,14.0,1.3,18.06,29.12,0.47,4.79,6.17,9.77,6.76,0.94,5.44,3.17
2006.0,14.02,1.3,18.08,29.1,0.46,4.79,6.18,9.74,6.76,0.95,5.47,3.16
2007.0,13.47,1.71,17.58,29.07,0.44,4.8,6.22,9.66,6.68,1.3,5.56,3.53
2008.0,12.92,2.13,17.08,29.03,0.42,4.8,6.26,9.58,6.6,1.64,5.65,3.9
2009.0,12.37,2.54,16.57,29.0,0.4,4.81,6.3,9.5,6.53,1.99,5.73,4.27
2010.0,11.81,2.95,16.07,28.97,0.38,4.82,6.35,9.41,6.45,2.34,5.82,4.63
2011.0,11.26,3.37,15.57,28.93,0.36,4.82,6.39,9.33,6.37,2.68,5.91,5.0
2012.0,10.71,3.78,15.07,28.9,0.34,4.83,6.43,9.25,6.29,3.03,6.0,5.37
2013.0,10.71,3.78,15.07,28.9,0.33,4.83,6.43,9.25,6.3,3.03,6.01,5.37
2014.0,10.7,3.77,15.07,28.91,0.33,4.83,6.43,9.25,6.31,3.03,6.01,5.37
2015.0,10.7,3.77,15.07,28.91,0.32,4.83,6.43,9.25,6.31,3.03,6.02,5.37
2016.0,10.69,3.77,15.07,28.91,0.31,4.83,6.43,9.24,6.32,3.03,6.03,5.36
2017.0,10.69,3.76,15.07,28.92,0.31,4.83,6.43,9.24,6.33,3.03,6.03,5.36
2018.0,10.68,3.76,15.07,28.92,0.3,4.83,6.43,9.24,6.34,3.03,6.04,5.36
2019.0,10.68,3.76,15.07,28.92,0.3,4.83,6.43,9.24,6.34,3.03,6.04,5.36
2020.0,10.68,3.76,15.07,28.92,0.3,4.83,6.43,9.24,6.34,3.03,6.04,5.36
