date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,26.28,1.2,14.15,20.51,1.93,4.24,2.52,14.48,5.22,0.81,7.12,1.55
2001.0,26.28,1.2,14.09,20.5,1.93,4.24,2.53,14.49,5.22,0.86,7.13,1.55
2002.0,26.28,1.19,14.04,20.49,1.92,4.24,2.54,14.5,5.21,0.9,7.14,1.56
2003.0,26.29,1.19,13.98,20.48,1.92,4.24,2.54,14.5,5.21,0.95,7.14,1.56
2004.0,26.29,1.19,13.92,20.47,1.92,4.24,2.55,14.51,5.21,0.99,7.15,1.56
2005.0,26.29,1.18,13.87,20.46,1.91,4.24,2.56,14.52,5.2,1.04,7.16,1.57
2006.0,26.29,1.18,13.81,20.45,1.91,4.24,2.57,14.53,5.2,1.08,7.17,1.57
2007.0,26.31,1.39,13.57,20.16,1.84,4.24,2.71,14.4,5.09,1.29,7.22,1.78
2008.0,26.33,1.61,13.33,19.87,1.78,4.25,2.85,14.27,4.97,1.5,7.27,1.99
2009.0,26.35,1.82,13.09,19.57,1.71,4.25,2.99,14.14,4.86,1.71,7.31,2.2
2010.0,26.37,2.03,12.85,19.28,1.64,4.25,3.13,14.01,4.75,1.91,7.36,2.41
2011.0,26.39,2.25,12.61,18.99,1.58,4.26,3.27,13.88,4.63,2.12,7.41,2.62
2012.0,26.41,2.46,12.37,18.7,1.51,4.26,3.41,13.75,4.52,2.33,7.46,2.83
2013.0,26.41,2.46,12.37,18.7,1.5,4.26,3.41,13.75,4.53,2.33,7.46,2.83
2014.0,26.4,2.46,12.37,18.7,1.49,4.26,3.41,13.75,4.54,2.33,7.47,2.83
2015.0,26.4,2.46,12.37,18.7,1.48,4.26,3.42,13.75,4.55,2.33,7.47,2.83
2016.0,26.4,2.46,12.37,18.69,1.47,4.26,3.42,13.74,4.56,2.33,7.47,2.83
2017.0,26.39,2.46,12.37,18.69,1.46,4.26,3.42,13.74,4.57,2.33,7.48,2.83
2018.0,26.39,2.46,12.37,18.69,1.45,4.26,3.42,13.74,4.58,2.33,7.48,2.83
2019.0,26.39,2.46,12.37,18.69,1.45,4.26,3.42,13.74,4.58,2.33,7.48,2.83
2020.0,26.39,2.46,12.37,18.69,1.45,4.26,3.42,13.74,4.58,2.33,7.48,2.83
