date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,23.65,2.9,28.81,25.78,0.0,0.74,0.12,10.54,0.0,1.03,4.3,2.13
2001.0,23.94,2.81,28.18,25.43,0.0,0.74,0.12,11.26,0.0,1.02,4.37,2.14
2002.0,24.23,2.71,27.55,25.07,0.0,0.74,0.12,11.98,0.0,1.0,4.44,2.15
2003.0,24.52,2.62,26.91,24.72,0.0,0.73,0.12,12.7,0.0,0.98,4.52,2.16
2004.0,24.8,2.53,26.28,24.37,0.0,0.73,0.13,13.42,0.0,0.97,4.59,2.17
2005.0,25.09,2.43,25.65,24.01,0.0,0.73,0.13,14.14,0.0,0.95,4.66,2.18
2006.0,25.38,2.34,25.02,23.66,0.0,0.73,0.13,14.86,0.0,0.94,4.73,2.19
2007.0,24.65,2.4,25.45,24.42,0.0,0.74,0.12,14.33,0.0,0.9,4.76,2.21
2008.0,23.92,2.45,25.87,25.18,0.0,0.75,0.11,13.8,0.0,0.87,4.79,2.23
2009.0,23.2,2.51,26.3,25.94,0.0,0.76,0.1,13.27,0.0,0.83,4.83,2.25
2010.0,22.47,2.57,26.73,26.69,0.0,0.77,0.09,12.75,0.0,0.79,4.86,2.28
2011.0,21.74,2.62,27.15,27.45,0.0,0.78,0.08,12.22,0.0,0.76,4.89,2.3
2012.0,21.01,2.68,27.58,28.21,0.0,0.79,0.07,11.69,0.0,0.72,4.92,2.32
2013.0,21.01,2.69,27.59,28.21,0.0,0.79,0.07,11.71,0.0,0.68,4.92,2.32
2014.0,21.01,2.7,27.6,28.2,0.0,0.79,0.07,11.72,0.0,0.65,4.93,2.32
2015.0,21.01,2.71,27.61,28.2,0.0,0.79,0.07,11.73,0.0,0.61,4.94,2.32
2016.0,21.0,2.73,27.63,28.2,0.0,0.79,0.07,11.75,0.0,0.57,4.94,2.32
2017.0,21.0,2.74,27.64,28.19,0.0,0.79,0.07,11.76,0.0,0.54,4.95,2.32
2018.0,21.0,2.75,27.65,28.19,0.0,0.79,0.07,11.78,0.0,0.5,4.95,2.32
2019.0,21.0,2.75,27.65,28.19,0.0,0.79,0.07,11.78,0.0,0.5,4.95,2.32
2020.0,21.0,2.75,27.65,28.19,0.0,0.79,0.07,11.78,0.0,0.5,4.95,2.32
