date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,30.5,1.1,15.31,19.3,2.34,4.0,1.77,13.99,4.2,0.8,5.78,0.92
2001.0,30.51,1.09,15.24,19.28,2.33,4.0,1.78,14.01,4.2,0.86,5.79,0.93
2002.0,30.52,1.08,15.17,19.26,2.33,4.0,1.78,14.02,4.19,0.92,5.8,0.93
2003.0,30.52,1.08,15.1,19.24,2.33,4.0,1.79,14.04,4.19,0.97,5.81,0.94
2004.0,30.53,1.07,15.03,19.22,2.32,4.0,1.8,14.06,4.19,1.03,5.83,0.94
2005.0,30.54,1.06,14.96,19.2,2.31,4.0,1.8,14.07,4.18,1.09,5.84,0.94
2006.0,30.55,1.05,14.89,19.18,2.31,4.0,1.81,14.09,4.18,1.15,5.85,0.95
2007.0,30.28,1.2,14.67,19.14,2.24,4.0,1.96,13.93,4.09,1.43,5.9,1.16
2008.0,30.02,1.34,14.45,19.1,2.18,4.01,2.11,13.77,4.0,1.7,5.95,1.37
2009.0,29.75,1.49,14.23,19.06,2.11,4.02,2.25,13.62,3.91,1.98,6.0,1.58
2010.0,29.48,1.64,14.02,19.02,2.04,4.02,2.4,13.46,3.82,2.26,6.06,1.79
2011.0,29.22,1.78,13.8,18.98,1.98,4.03,2.55,13.3,3.73,2.53,6.11,2.0
2012.0,28.95,1.93,13.58,18.94,1.91,4.03,2.7,13.14,3.64,2.81,6.16,2.21
2013.0,28.95,1.93,13.58,18.94,1.9,4.03,2.7,13.14,3.65,2.81,6.17,2.21
2014.0,28.94,1.93,13.58,18.94,1.89,4.03,2.7,13.14,3.66,2.81,6.17,2.21
2015.0,28.94,1.93,13.58,18.94,1.89,4.03,2.71,13.14,3.67,2.81,6.18,2.21
2016.0,28.94,1.93,13.58,18.93,1.88,4.03,2.71,13.14,3.67,2.81,6.18,2.21
2017.0,28.93,1.93,13.58,18.93,1.87,4.03,2.71,13.14,3.68,2.81,6.19,2.21
2018.0,28.93,1.93,13.58,18.93,1.86,4.03,2.71,13.14,3.69,2.81,6.19,2.21
2019.0,28.93,1.93,13.58,18.93,1.86,4.03,2.71,13.14,3.69,2.81,6.19,2.21
2020.0,28.93,1.93,13.58,18.93,1.86,4.03,2.71,13.14,3.69,2.81,6.19,2.21
