date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,0.9,0.27,24.7,38.17,0.94,0.0,12.14,5.37,12.41,0.0,1.52,3.58
2001.0,0.9,0.27,24.7,38.18,0.93,0.0,12.28,5.35,12.29,0.0,1.52,3.58
2002.0,0.9,0.27,24.7,38.18,0.92,0.0,12.42,5.33,12.17,0.0,1.52,3.59
2003.0,0.9,0.27,24.7,38.19,0.91,0.0,12.57,5.31,12.05,0.0,1.52,3.59
2004.0,0.9,0.27,24.7,38.2,0.89,0.0,12.71,5.29,11.93,0.0,1.52,3.6
2005.0,0.9,0.27,24.7,38.2,0.88,0.0,12.85,5.27,11.81,0.0,1.52,3.6
2006.0,0.9,0.27,24.7,38.21,0.87,0.0,12.99,5.25,11.69,0.0,1.52,3.61
2007.0,1.11,0.55,23.77,36.74,0.85,0.0,12.75,5.53,11.48,0.49,1.53,5.21
2008.0,1.31,0.82,22.84,35.27,0.84,0.0,12.51,5.8,11.28,0.97,1.55,6.82
2009.0,1.52,1.1,21.91,33.8,0.82,0.0,12.27,6.08,11.07,1.46,1.56,8.42
2010.0,1.73,1.38,20.98,32.33,0.81,0.0,12.03,6.35,10.86,1.95,1.57,10.02
2011.0,1.93,1.65,20.05,30.86,0.8,0.0,11.79,6.62,10.66,2.43,1.59,11.63
2012.0,2.14,1.93,19.12,29.39,0.78,0.0,11.55,6.9,10.45,2.92,1.6,13.23
2013.0,2.14,1.93,19.12,29.39,0.78,0.0,11.54,6.9,10.46,2.92,1.6,13.23
2014.0,2.14,1.93,19.13,29.39,0.77,0.0,11.54,6.9,10.46,2.92,1.6,13.23
2015.0,2.14,1.93,19.13,29.39,0.77,0.0,11.53,6.9,10.47,2.92,1.6,13.23
2016.0,2.14,1.93,19.14,29.4,0.76,0.0,11.52,6.9,10.48,2.92,1.6,13.23
2017.0,2.14,1.93,19.14,29.4,0.76,0.0,11.52,6.9,10.48,2.92,1.6,13.23
2018.0,2.14,1.93,19.15,29.4,0.75,0.0,11.51,6.9,10.49,2.92,1.6,13.23
2019.0,2.14,1.93,19.15,29.4,0.75,0.0,11.51,6.9,10.49,2.92,1.6,13.23
2020.0,2.14,1.93,19.15,29.4,0.75,0.0,11.51,6.9,10.49,2.92,1.6,13.23
