date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,1.22,0.08,19.5,19.24,13.81,0.44,11.47,1.02,23.54,0.36,1.43,7.89
2001.0,1.21,0.07,19.54,19.45,13.95,0.44,10.96,1.03,23.53,0.34,1.47,7.99
2002.0,1.2,0.07,19.58,19.67,14.09,0.44,10.45,1.04,23.52,0.33,1.51,8.09
2003.0,1.19,0.07,19.62,19.88,14.23,0.44,9.94,1.06,23.51,0.32,1.55,8.19
2004.0,1.19,0.06,19.67,20.1,14.38,0.44,9.42,1.07,23.5,0.3,1.6,8.28
2005.0,1.18,0.06,19.71,20.32,14.52,0.44,8.91,1.08,23.49,0.29,1.64,8.38
2006.0,1.17,0.05,19.75,20.53,14.66,0.44,8.4,1.09,23.48,0.27,1.68,8.48
2007.0,1.13,0.1,19.21,20.85,14.43,0.44,8.5,1.33,23.69,0.64,1.66,8.04
2008.0,1.1,0.14,18.66,21.18,14.19,0.44,8.61,1.57,23.89,1.0,1.63,7.59
2009.0,1.06,0.18,18.12,21.5,13.96,0.44,8.71,1.81,24.09,1.37,1.61,7.14
2010.0,1.02,0.23,17.58,21.82,13.73,0.44,8.81,2.05,24.3,1.74,1.59,6.7
2011.0,0.99,0.28,17.03,22.15,13.49,0.44,8.92,2.29,24.51,2.1,1.56,6.25
2012.0,0.95,0.32,16.49,22.47,13.26,0.44,9.02,2.53,24.71,2.47,1.54,5.81
2013.0,0.95,0.32,16.48,22.47,13.18,0.44,9.02,2.53,24.8,2.48,1.54,5.81
2014.0,0.95,0.32,16.48,22.47,13.09,0.44,9.02,2.53,24.88,2.48,1.54,5.81
2015.0,0.95,0.32,16.47,22.47,13.0,0.44,9.02,2.53,24.96,2.49,1.54,5.81
2016.0,0.95,0.32,16.46,22.47,12.92,0.44,9.02,2.53,25.05,2.5,1.54,5.81
2017.0,0.95,0.32,16.46,22.47,12.84,0.44,9.02,2.53,25.13,2.5,1.54,5.81
2018.0,0.95,0.32,16.45,22.47,12.75,0.44,9.02,2.53,25.22,2.51,1.54,5.81
2019.0,0.95,0.32,16.45,22.47,12.75,0.44,9.02,2.53,25.22,2.51,1.54,5.81
2020.0,0.95,0.32,16.45,22.47,12.75,0.44,9.02,2.53,25.22,2.51,1.54,5.81
