date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,33.24,4.89,25.16,6.55,0.0,0.0,0.0,22.04,0.0,1.89,6.23,0.0
2001.0,33.2,4.82,25.28,6.52,0.0,0.0,0.0,22.0,0.0,1.95,6.23,0.0
2002.0,33.15,4.76,25.39,6.49,0.0,0.0,0.0,21.95,0.0,2.02,6.23,0.0
2003.0,33.11,4.7,25.51,6.46,0.0,0.0,0.0,21.91,0.0,2.08,6.23,0.0
2004.0,33.07,4.63,25.63,6.43,0.0,0.0,0.0,21.87,0.0,2.14,6.23,0.0
2005.0,33.02,4.56,25.74,6.4,0.0,0.0,0.0,21.82,0.0,2.21,6.23,0.0
2006.0,32.98,4.5,25.86,6.37,0.0,0.0,0.0,21.78,0.0,2.27,6.23,0.0
2007.0,33.03,4.47,23.83,6.39,0.0,0.0,0.0,22.98,0.0,3.11,6.1,0.08
2008.0,33.08,4.44,21.8,6.41,0.0,0.0,0.0,24.19,0.0,3.95,5.97,0.16
2009.0,33.13,4.42,19.77,6.43,0.0,0.0,0.0,25.39,0.0,4.79,5.84,0.23
2010.0,33.18,4.39,17.75,6.44,0.0,0.0,0.0,26.59,0.0,5.62,5.71,0.31
2011.0,33.23,4.36,15.72,6.46,0.0,0.0,0.0,27.8,0.0,6.46,5.58,0.39
2012.0,33.28,4.33,13.69,6.48,0.0,0.0,0.0,29.0,0.0,7.3,5.45,0.47
2013.0,33.25,4.33,13.71,6.48,0.0,0.0,0.05,28.97,0.0,7.3,5.45,0.47
2014.0,33.22,4.32,13.72,6.48,0.0,0.0,0.1,28.94,0.0,7.3,5.45,0.47
2015.0,33.19,4.32,13.74,6.48,0.0,0.0,0.15,28.91,0.0,7.3,5.45,0.47
2016.0,33.15,4.32,13.76,6.48,0.0,0.0,0.2,28.87,0.0,7.3,5.45,0.47
2017.0,33.12,4.31,13.77,6.48,0.0,0.0,0.25,28.84,0.0,7.3,5.45,0.47
2018.0,33.09,4.31,13.79,6.48,0.0,0.0,0.3,28.81,0.0,7.3,5.45,0.47
2019.0,33.09,4.31,13.79,6.48,0.0,0.0,0.3,28.81,0.0,7.3,5.45,0.47
2020.0,33.09,4.31,13.79,6.48,0.0,0.0,0.3,28.81,0.0,7.3,5.45,0.47
