date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,2.46,0.42,19.78,19.09,13.82,0.34,8.99,2.92,23.64,1.97,3.12,3.45
2001.0,2.46,0.38,19.75,19.13,13.8,0.34,8.88,3.0,23.62,2.08,3.13,3.43
2002.0,2.46,0.35,19.71,19.18,13.78,0.34,8.77,3.07,23.6,2.18,3.14,3.42
2003.0,2.46,0.31,19.68,19.23,13.75,0.34,8.66,3.15,23.58,2.29,3.15,3.4
2004.0,2.47,0.27,19.65,19.27,13.73,0.35,8.55,3.22,23.56,2.39,3.16,3.38
2005.0,2.47,0.24,19.61,19.31,13.71,0.35,8.44,3.29,23.54,2.5,3.17,3.37
2006.0,2.47,0.2,19.58,19.36,13.69,0.35,8.33,3.37,23.52,2.6,3.18,3.35
2007.0,2.46,0.24,19.1,19.16,13.46,0.35,8.68,3.27,23.39,3.44,3.21,3.24
2008.0,2.46,0.28,18.62,18.95,13.22,0.35,9.03,3.18,23.25,4.28,3.23,3.13
2009.0,2.45,0.32,18.14,18.75,12.99,0.35,9.38,3.08,23.12,5.12,3.26,3.03
2010.0,2.44,0.35,17.67,18.55,12.76,0.35,9.74,2.99,22.99,5.97,3.29,2.92
2011.0,2.44,0.39,17.19,18.34,12.52,0.35,10.09,2.9,22.85,6.81,3.31,2.81
2012.0,2.43,0.43,16.71,18.14,12.29,0.35,10.44,2.8,22.72,7.65,3.34,2.7
2013.0,2.43,0.43,16.71,18.14,12.25,0.35,10.44,2.8,22.75,7.65,3.34,2.7
2014.0,2.43,0.43,16.72,18.14,12.21,0.35,10.45,2.8,22.78,7.65,3.34,2.7
2015.0,2.43,0.43,16.73,18.14,12.17,0.35,10.45,2.8,22.81,7.65,3.34,2.7
2016.0,2.43,0.43,16.73,18.14,12.13,0.35,10.45,2.8,22.85,7.65,3.35,2.7
2017.0,2.43,0.43,16.73,18.14,12.09,0.35,10.46,2.8,22.88,7.65,3.35,2.7
2018.0,2.43,0.43,16.74,18.14,12.05,0.35,10.46,2.8,22.91,7.65,3.35,2.7
2019.0,2.43,0.43,16.74,18.14,12.05,0.35,10.46,2.8,22.91,7.65,3.35,2.7
2020.0,2.43,0.43,16.74,18.14,12.05,0.35,10.46,2.8,22.91,7.65,3.35,2.7
