date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,37.23,7.93,0.35,7.72,0.0,0.0,0.0,35.52,0.0,1.24,10.02,0.0
2001.0,37.25,7.93,0.35,7.72,0.0,0.0,0.0,35.5,0.0,1.24,10.02,0.0
2002.0,37.26,7.93,0.35,7.72,0.0,0.0,0.0,35.48,0.0,1.24,10.02,0.0
2003.0,37.28,7.94,0.35,7.72,0.0,0.0,0.0,35.46,0.0,1.24,10.02,0.0
2004.0,37.3,7.94,0.35,7.72,0.0,0.0,0.0,35.44,0.0,1.24,10.02,0.0
2005.0,37.31,7.94,0.35,7.72,0.0,0.0,0.0,35.42,0.0,1.24,10.02,0.0
2006.0,37.33,7.94,0.35,7.72,0.0,0.0,0.0,35.4,0.0,1.24,10.02,0.0
2007.0,37.03,8.15,0.42,8.04,0.0,0.0,0.0,35.02,0.0,1.26,10.08,0.0
2008.0,36.72,8.36,0.48,8.36,0.0,0.0,0.0,34.65,0.0,1.29,10.14,0.0
2009.0,36.42,8.58,0.55,8.69,0.0,0.0,0.0,34.27,0.0,1.31,10.2,0.0
2010.0,36.12,8.79,0.62,9.01,0.0,0.0,0.0,33.89,0.0,1.33,10.25,0.0
2011.0,35.81,9.0,0.68,9.33,0.0,0.0,0.0,33.52,0.0,1.36,10.31,0.0
2012.0,35.51,9.21,0.75,9.65,0.0,0.0,0.0,33.14,0.0,1.38,10.37,0.0
2013.0,35.51,9.21,0.75,9.65,0.0,0.0,0.0,33.14,0.0,1.38,10.37,0.0
2014.0,35.51,9.21,0.75,9.65,0.0,0.0,0.0,33.14,0.0,1.38,10.37,0.0
2015.0,35.51,9.21,0.75,9.65,0.0,0.0,0.0,33.14,0.0,1.38,10.37,0.0
2016.0,35.51,9.21,0.75,9.65,0.0,0.0,0.0,33.14,0.0,1.38,10.37,0.0
2017.0,35.51,9.21,0.75,9.65,0.0,0.0,0.0,33.14,0.0,1.38,10.37,0.0
2018.0,35.51,9.21,0.75,9.65,0.0,0.0,0.0,33.14,0.0,1.38,10.37,0.0
2019.0,35.51,9.21,0.75,9.65,0.0,0.0,0.0,33.14,0.0,1.38,10.37,0.0
2020.0,35.51,9.21,0.75,9.65,0.0,0.0,0.0,33.14,0.0,1.38,10.37,0.0
