date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,0.0,0.0,0.0,77.51,0.0,0.0,0.0,22.49,0.0,0.0,0.0,0.0
2001.0,0.0,0.0,0.0,77.51,0.0,0.0,0.0,22.49,0.0,0.0,0.0,0.0
2002.0,0.0,0.0,0.0,77.51,0.0,0.0,0.0,22.49,0.0,0.0,0.0,0.0
2003.0,0.0,0.0,0.0,77.51,0.0,0.0,0.0,22.49,0.0,0.0,0.0,0.0
2004.0,0.0,0.0,0.0,77.51,0.0,0.0,0.0,22.49,0.0,0.0,0.0,0.0
2005.0,0.0,0.0,0.0,77.51,0.0,0.0,0.0,22.49,0.0,0.0,0.0,0.0
2006.0,0.0,0.0,0.0,77.51,0.0,0.0,0.0,22.49,0.0,0.0,0.0,0.0
2007.0,0.0,0.0,0.0,77.55,0.0,0.0,0.0,22.45,0.0,0.0,0.0,0.0
2008.0,0.0,0.0,0.0,77.59,0.0,0.0,0.0,22.41,0.0,0.0,0.0,0.0
2009.0,0.0,0.0,0.0,77.64,0.0,0.0,0.0,22.36,0.0,0.0,0.0,0.0
2010.0,0.0,0.0,0.0,77.68,0.0,0.0,0.0,22.32,0.0,0.0,0.0,0.0
2011.0,0.0,0.0,0.0,77.72,0.0,0.0,0.0,22.28,0.0,0.0,0.0,0.0
2012.0,0.0,0.0,0.0,77.76,0.0,0.0,0.0,22.24,0.0,0.0,0.0,0.0
2013.0,0.0,0.0,0.0,77.76,0.0,0.0,0.0,22.24,0.0,0.0,0.0,0.0
2014.0,0.0,0.0,0.0,77.76,0.0,0.0,0.0,22.24,0.0,0.0,0.0,0.0
2015.0,0.0,0.0,0.0,77.76,0.0,0.0,0.0,22.24,0.0,0.0,0.0,0.0
2016.0,0.0,0.0,0.0,77.76,0.0,0.0,0.0,22.24,0.0,0.0,0.0,0.0
2017.0,0.0,0.0,0.0,77.76,0.0,0.0,0.0,22.24,0.0,0.0,0.0,0.0
2018.0,0.0,0.0,0.0,77.76,0.0,0.0,0.0,22.24,0.0,0.0,0.0,0.0
2019.0,0.0,0.0,0.0,77.76,0.0,0.0,0.0,22.24,0.0,0.0,0.0,0.0
2020.0,0.0,0.0,0.0,77.76,0.0,0.0,0.0,22.24,0.0,0.0,0.0,0.0
