date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,0.0,0.0,61.94,18.56,0.0,0.0,0.0,0.05,0.0,19.45,0.0,0.0
2001.0,0.0,0.0,61.94,18.57,0.0,0.0,0.0,0.04,0.0,19.45,0.0,0.0
2002.0,0.0,0.0,61.94,18.58,0.0,0.0,0.0,0.03,0.0,19.45,0.0,0.0
2003.0,0.0,0.0,61.94,18.59,0.0,0.0,0.0,0.03,0.0,19.45,0.0,0.0
2004.0,0.0,0.0,61.93,18.59,0.0,0.0,0.0,0.02,0.0,19.45,0.0,0.0
2005.0,0.0,0.0,61.93,18.6,0.0,0.0,0.0,0.01,0.0,19.45,0.0,0.0
2006.0,0.0,0.0,61.93,18.61,0.0,0.0,0.0,0.0,0.0,19.45,0.0,0.0
2007.0,2.11,0.0,61.93,16.85,0.0,0.0,0.0,0.0,0.0,17.89,0.0,1.22
2008.0,4.21,0.0,61.93,15.09,0.0,0.0,0.0,0.0,0.0,16.33,0.0,2.43
2009.0,6.32,0.0,61.92,13.34,0.0,0.0,0.0,0.0,0.0,14.77,0.0,3.65
2010.0,8.43,0.0,61.92,11.58,0.0,0.0,0.0,0.0,0.0,13.2,0.0,4.87
2011.0,10.53,0.0,61.92,9.82,0.0,0.0,0.0,0.0,0.0,11.64,0.0,6.08
2012.0,12.64,0.0,61.92,8.06,0.0,0.0,0.0,0.0,0.0,10.08,0.0,7.3
2013.0,12.64,0.0,61.92,8.06,0.0,0.0,0.0,0.0,0.0,10.08,0.0,7.3
2014.0,12.64,0.0,61.92,8.06,0.0,0.0,0.0,0.0,0.0,10.08,0.0,7.3
2015.0,12.64,0.0,61.92,8.06,0.0,0.0,0.0,0.0,0.0,10.08,0.0,7.3
2016.0,12.64,0.0,61.92,8.06,0.0,0.0,0.0,0.0,0.0,10.08,0.0,7.3
2017.0,12.64,0.0,61.92,8.06,0.0,0.0,0.0,0.0,0.0,10.08,0.0,7.3
2018.0,12.64,0.0,61.92,8.06,0.0,0.0,0.0,0.0,0.0,10.08,0.0,7.3
2019.0,12.64,0.0,61.92,8.06,0.0,0.0,0.0,0.0,0.0,10.08,0.0,7.3
2020.0,12.64,0.0,61.92,8.06,0.0,0.0,0.0,0.0,0.0,10.08,0.0,7.3
