date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,8.12,0.59,16.66,32.31,7.87,2.91,4.32,7.43,13.07,1.02,3.48,2.21
2001.0,8.22,0.59,16.62,32.2,7.86,2.91,4.35,7.42,13.05,1.08,3.48,2.21
2002.0,8.32,0.59,16.58,32.1,7.85,2.91,4.37,7.42,13.04,1.14,3.47,2.21
2003.0,8.43,0.59,16.54,31.99,7.83,2.91,4.4,7.41,13.02,1.2,3.47,2.21
2004.0,8.53,0.59,16.49,31.88,7.82,2.91,4.43,7.4,13.0,1.26,3.47,2.22
2005.0,8.63,0.59,16.45,31.78,7.81,2.91,4.45,7.4,12.99,1.32,3.46,2.22
2006.0,8.73,0.59,16.41,31.67,7.8,2.91,4.48,7.39,12.97,1.38,3.46,2.22
2007.0,8.67,0.64,15.99,30.96,7.58,2.91,4.94,7.37,12.71,1.98,3.49,2.76
2008.0,8.61,0.7,15.57,30.25,7.35,2.91,5.4,7.35,12.46,2.58,3.52,3.3
2009.0,8.54,0.75,15.14,29.54,7.13,2.92,5.87,7.33,12.21,3.18,3.54,3.85
2010.0,8.48,0.8,14.72,28.83,6.91,2.92,6.33,7.32,11.95,3.78,3.57,4.39
2011.0,8.42,0.86,14.3,28.12,6.68,2.92,6.79,7.3,11.7,4.38,3.6,4.93
2012.0,8.36,0.91,13.88,27.41,6.46,2.92,7.25,7.28,11.44,4.98,3.63,5.47
2013.0,8.36,0.91,13.88,27.41,6.43,2.92,7.25,7.28,11.47,4.98,3.63,5.47
2014.0,8.36,0.91,13.88,27.41,6.41,2.92,7.25,7.28,11.49,4.98,3.63,5.47
2015.0,8.36,0.91,13.88,27.41,6.38,2.92,7.25,7.28,11.52,4.98,3.63,5.47
2016.0,8.36,0.91,13.88,27.41,6.35,2.92,7.26,7.28,11.55,4.98,3.63,5.47
2017.0,8.36,0.91,13.88,27.41,6.33,2.92,7.26,7.28,11.57,4.98,3.63,5.47
2018.0,8.36,0.91,13.88,27.41,6.3,2.92,7.26,7.28,11.6,4.98,3.63,5.47
2019.0,8.36,0.91,13.88,27.41,6.3,2.92,7.26,7.28,11.6,4.98,3.63,5.47
2020.0,8.36,0.91,13.88,27.41,6.3,2.92,7.26,7.28,11.6,4.98,3.63,5.47
