date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,26.36,4.44,2.22,16.24,0.0,0.0,0.09,43.55,0.0,0.38,6.73,0.0
2001.0,26.61,4.56,2.19,16.05,0.0,0.0,0.09,43.33,0.0,0.4,6.78,0.0
2002.0,26.87,4.69,2.17,15.86,0.0,0.0,0.08,43.1,0.0,0.41,6.83,0.0
2003.0,27.12,4.81,2.14,15.67,0.0,0.0,0.08,42.88,0.0,0.42,6.88,0.0
2004.0,27.37,4.93,2.11,15.48,0.0,0.0,0.08,42.66,0.0,0.44,6.94,0.0
2005.0,27.63,5.06,2.09,15.29,0.0,0.0,0.07,42.43,0.0,0.45,6.99,0.0
2006.0,27.88,5.18,2.06,15.1,0.0,0.0,0.07,42.21,0.0,0.47,7.04,0.0
2007.0,28.0,5.81,2.23,15.08,0.0,0.0,0.07,41.29,0.0,0.45,7.08,0.0
2008.0,28.11,6.44,2.39,15.06,0.0,0.0,0.06,40.38,0.0,0.43,7.13,0.0
2009.0,28.23,7.07,2.56,15.04,0.0,0.0,0.06,39.46,0.0,0.41,7.17,0.0
2010.0,28.35,7.7,2.73,15.03,0.0,0.0,0.05,38.54,0.0,0.38,7.22,0.0
2011.0,28.46,8.33,2.89,15.01,0.0,0.0,0.04,37.63,0.0,0.36,7.26,0.0
2012.0,28.58,8.96,3.06,14.99,0.0,0.0,0.04,36.71,0.0,0.34,7.31,0.0
2013.0,28.59,8.96,3.06,14.98,0.0,0.0,0.03,36.71,0.0,0.34,7.31,0.0
2014.0,28.61,8.96,3.06,14.98,0.0,0.0,0.03,36.71,0.0,0.34,7.31,0.0
2015.0,28.62,8.96,3.06,14.97,0.0,0.0,0.02,36.72,0.0,0.34,7.31,0.0
2016.0,28.63,8.95,3.06,14.96,0.0,0.0,0.01,36.72,0.0,0.34,7.32,0.0
2017.0,28.65,8.95,3.06,14.96,0.0,0.0,0.01,36.72,0.0,0.34,7.32,0.0
2018.0,28.66,8.95,3.06,14.95,0.0,0.0,0.0,36.72,0.0,0.34,7.32,0.0
2019.0,28.66,8.95,3.06,14.95,0.0,0.0,0.0,36.72,0.0,0.34,7.32,0.0
2020.0,28.66,8.95,3.06,14.95,0.0,0.0,0.0,36.72,0.0,0.34,7.32,0.0
