date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,2.92,0.91,23.04,34.32,0.98,0.4,11.13,5.35,12.79,0.12,2.97,5.08
2001.0,2.93,0.92,23.08,34.32,0.96,0.4,11.15,5.31,12.78,0.12,2.99,5.04
2002.0,2.95,0.92,23.11,34.32,0.94,0.4,11.17,5.28,12.78,0.13,3.01,5.0
2003.0,2.96,0.93,23.15,34.31,0.93,0.4,11.2,5.24,12.77,0.14,3.03,4.96
2004.0,2.97,0.93,23.19,34.31,0.91,0.39,11.22,5.2,12.76,0.14,3.05,4.93
2005.0,2.99,0.93,23.22,34.31,0.89,0.39,11.24,5.17,12.76,0.14,3.07,4.89
2006.0,3.0,0.94,23.26,34.31,0.87,0.39,11.26,5.13,12.75,0.15,3.09,4.85
2007.0,3.06,1.06,22.6,33.5,0.83,0.4,11.34,5.37,12.6,0.51,3.15,5.6
2008.0,3.12,1.17,21.95,32.69,0.79,0.4,11.42,5.6,12.44,0.86,3.2,6.35
2009.0,3.18,1.29,21.29,31.88,0.76,0.41,11.5,5.83,12.29,1.22,3.25,7.1
2010.0,3.24,1.41,20.63,31.06,0.72,0.41,11.59,6.07,12.14,1.58,3.31,7.85
2011.0,3.3,1.52,19.98,30.25,0.68,0.41,11.67,6.3,11.98,1.93,3.36,8.6
2012.0,3.36,1.64,19.32,29.44,0.64,0.42,11.75,6.54,11.83,2.29,3.42,9.35
2013.0,3.36,1.64,19.32,29.44,0.63,0.42,11.75,6.54,11.85,2.29,3.42,9.35
2014.0,3.35,1.64,19.32,29.44,0.61,0.42,11.75,6.54,11.86,2.29,3.43,9.35
2015.0,3.35,1.64,19.31,29.44,0.6,0.42,11.75,6.54,11.88,2.29,3.44,9.34
2016.0,3.35,1.64,19.31,29.44,0.59,0.42,11.74,6.53,11.89,2.29,3.44,9.34
2017.0,3.34,1.64,19.31,29.44,0.57,0.42,11.74,6.53,11.9,2.29,3.45,9.34
2018.0,3.34,1.64,19.31,29.44,0.56,0.42,11.74,6.53,11.92,2.29,3.45,9.34
2019.0,3.34,1.64,19.31,29.44,0.56,0.42,11.74,6.53,11.92,2.29,3.45,9.34
2020.0,3.34,1.64,19.31,29.44,0.56,0.42,11.74,6.53,11.92,2.29,3.45,9.34
