date,crop_perc,dwood_perc,ewood_perc,grass_perc,ice_perc,inwater_perc,loose_rock_perc,mixed_wood_perc,rock_perc,scrub_perc,urban_perc,wetlands_perc
2000.0,23.31,1.6,15.59,22.51,1.12,3.79,3.33,14.36,4.84,0.78,6.89,1.87
2001.0,23.32,1.6,15.55,22.49,1.12,3.79,3.34,14.35,4.84,0.82,6.91,1.87
2002.0,23.33,1.6,15.52,22.47,1.11,3.79,3.35,14.34,4.83,0.86,6.93,1.86
2003.0,23.34,1.6,15.48,22.45,1.1,3.79,3.35,14.34,4.83,0.9,6.96,1.86
2004.0,23.34,1.6,15.44,22.43,1.1,3.78,3.36,14.33,4.83,0.94,6.98,1.86
2005.0,23.35,1.6,15.41,22.41,1.1,3.78,3.37,14.32,4.82,0.98,7.0,1.85
2006.0,23.36,1.6,15.37,22.39,1.09,3.78,3.38,14.31,4.82,1.02,7.02,1.85
2007.0,23.05,1.93,15.02,22.36,1.05,3.78,3.46,14.19,4.74,1.24,7.09,2.08
2008.0,22.75,2.26,14.67,22.32,1.01,3.79,3.54,14.07,4.66,1.46,7.15,2.31
2009.0,22.45,2.59,14.32,22.29,0.98,3.79,3.62,13.96,4.58,1.68,7.22,2.54
2010.0,22.14,2.93,13.97,22.26,0.94,3.79,3.7,13.84,4.49,1.89,7.29,2.77
2011.0,21.84,3.26,13.62,22.22,0.9,3.8,3.78,13.72,4.41,2.11,7.35,3.0
2012.0,21.53,3.59,13.27,22.19,0.86,3.8,3.86,13.6,4.33,2.33,7.42,3.23
2013.0,21.53,3.59,13.27,22.19,0.85,3.8,3.86,13.6,4.34,2.33,7.42,3.23
2014.0,21.52,3.59,13.27,22.19,0.84,3.8,3.86,13.6,4.34,2.33,7.43,3.23
2015.0,21.52,3.59,13.27,22.19,0.83,3.8,3.86,13.6,4.35,2.33,7.44,3.23
2016.0,21.52,3.59,13.26,22.19,0.83,3.81,3.86,13.6,4.36,2.33,7.44,3.22
2017.0,21.51,3.59,13.26,22.19,0.82,3.81,3.86,13.6,4.36,2.33,7.45,3.22
2018.0,21.51,3.59,13.26,22.19,0.81,3.81,3.86,13.6,4.37,2.33,7.45,3.22
2019.0,21.51,3.59,13.26,22.19,0.81,3.81,3.86,13.6,4.37,2.33,7.45,3.22
2020.0,21.51,3.59,13.26,22.19,0.81,3.81,3.86,13.6,4.37,2.33,7.45,3.22
