date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
23.02.1984 12:00,14.0
27.03.1984 12:00,12.9
26.04.1984 12:00,10.9
15.05.1984 12:00,11.7
07.06.1984 12:00,12.9
05.07.1984 12:00,9.0
14.08.1984 12:00,6.4
12.09.1984 12:00,8.8
09.10.1984 12:00,8.2
08.11.1984 12:00,10.2
04.12.1984 12:00,10.5
16.01.1985 12:00,15.7
22.02.1985 12:00,7.8
13.03.1985 12:00,8.4
11.04.1985 12:00,12.0
05.06.1985 12:00,12.4
02.07.1985 12:00,10.0
15.08.1985 12:00,9.4
04.09.1985 12:00,9.0
18.09.1985 12:00,11.2
01.10.1985 12:00,10.4
30.10.1985 12:00,8.5
04.12.1985 12:00,9.8
02.04.1986 12:00,13.0
15.05.1986 12:00,12.1
16.07.1986 12:00,8.6
27.08.1986 12:00,8.4
18.09.1986 12:00,9.1
01.10.1986 12:00,9.1
05.11.1986 12:00,9.8
26.11.1986 12:00,10.7
19.01.1987 12:00,13.2
22.04.1987 12:00,14.1
05.05.1987 12:00,11.8
19.05.1987 12:00,13.0
02.06.1987 12:00,11.6
07.07.1987 12:00,9.1
22.07.1987 12:00,8.9
12.08.1987 12:00,10.2
02.09.1987 12:00,10.2
13.10.1987 12:00,8.8
11.11.1987 12:00,9.9
02.12.1987 12:00,10.4
19.04.1988 12:00,10.3
10.05.1988 12:00,8.6
06.06.1988 12:00,10.8
20.07.1988 12:00,10.5
31.08.1988 12:00,8.4
26.10.1988 12:00,11.7
23.11.1988 12:00,10.2
14.12.1988 12:00,10.2
14.03.1989 12:00,10.9
29.03.1989 12:00,9.2
17.05.1989 12:00,8.8
13.06.1989 12:00,10.7
11.07.1989 12:00,9.4
29.08.1989 12:00,8.2
26.09.1989 12:00,11.1
25.10.1989 12:00,10.5
14.11.1989 12:00,10.8
05.12.1989 12:00,10.5
05.02.1990 12:00,12.0
06.03.1990 12:00,12.6
25.04.1990 12:00,12.4
16.05.1990 12:00,11.6
13.06.1990 12:00,9.3
10.07.1990 12:00,10.3
07.08.1990 12:00,9.8
26.09.1990 12:00,8.6
10.10.1990 12:00,11.8
07.11.1990 12:00,9.3
16.04.1991 12:00,14.2
22.05.1991 12:00,12.0
19.06.1991 12:00,11.2
16.07.1991 12:00,11.4
27.08.1991 12:00,9.9
19.09.1991 12:00,10.0
08.10.1991 12:00,9.2
19.11.1991 12:00,10.1
07.04.1992 12:00,13.3
22.04.1992 12:00,13.0
05.05.1992 12:00,11.1
20.05.1992 12:00,11.3
10.06.1992 12:00,10.6
23.06.1992 12:00,10.3
07.07.1992 12:00,10.3
21.07.1992 12:00,9.7
26.08.1992 12:00,8.8
08.09.1992 12:00,8.3
30.09.1992 12:00,9.6
13.10.1992 12:00,8.0
17.11.1992 12:00,11.9
22.04.1993 12:00,14.7
18.05.1993 12:00,11.1
08.06.1993 12:00,10.7
22.06.1993 12:00,9.1
29.07.1993 12:00,9.4
18.08.1993 12:00,10.9
09.09.1993 12:00,9.1
29.09.1993 12:00,9.4
12.10.1993 12:00,10.1
09.11.1993 12:00,11.1
23.03.1994 12:00,12.3
26.04.1994 12:00,13.4
13.05.1994 12:00,12.0
25.05.1994 12:00,11.4
07.06.1994 12:00,10.5
20.06.1994 12:00,11.0
06.07.1994 12:00,10.5
20.07.1994 12:00,14.5
16.08.1994 12:00,9.7
30.08.1994 12:00,10.7
28.09.1994 12:00,11.4
26.10.1994 12:00,9.2
22.11.1994 12:00,10.4
09.05.1995 12:00,12.4
08.06.1995 12:00,9.5
22.06.1995 12:00,9.3
04.07.1995 12:00,9.8
19.07.1995 12:00,8.1
02.08.1995 12:00,8.7
14.08.1995 12:00,10.3
30.08.1995 12:00,8.6
12.09.1995 12:00,8.4
25.09.1995 12:00,8.1
10.10.1995 12:00,9.1
23.10.1995 12:00,8.8
31.10.1995 12:00,9.2
26.11.1995 12:00,9.5
16.04.1996 12:00,12.3
06.05.1996 12:00,11.1
28.05.1996 12:00,10.2
20.06.1996 12:00,9.1
08.07.1996 12:00,9.2
22.07.1996 12:00,9.5
12.08.1996 12:00,9.0
26.08.1996 12:00,9.1
17.09.1996 12:00,8.4
30.09.1996 12:00,8.9
11.11.1996 12:00,10.5
24.03.1997 12:00,11.9
28.04.1997 12:00,10.9
26.05.1997 12:00,11.4
24.06.1997 12:00,9.8
21.07.1997 12:00,9.4
25.08.1997 12:00,9.0
29.09.1997 12:00,9.2
03.11.1997 12:00,9.2
24.11.1997 12:00,10.1
02.03.1998 12:00,11.9
30.03.1998 12:00,11.7
28.04.1998 12:00,11.1
12.05.1998 12:00,11.0
22.06.1998 12:00,9.5
05.07.1998 12:00,9.2
20.07.1998 12:00,10.3
25.08.1998 12:00,8.1
29.09.1998 12:00,8.7
27.10.1998 12:00,9.1
03.05.1999 12:00,11.5
25.05.1999 12:00,11.4
07.06.1999 12:00,10.1
21.06.1999 12:00,9.6
21.07.1999 12:00,9.6
10.08.1999 12:00,7.9
23.08.1999 12:00,8.5
06.09.1999 12:00,8.6
21.09.1999 12:00,8.3
18.10.1999 12:00,8.9
08.11.1999 12:00,8.3
24.11.1999 12:00,9.9
03.04.2000 12:00,11.6
01.05.2000 12:00,11.9
22.05.2000 12:00,10.3
19.06.2000 12:00,9.5
17.07.2000 12:00,9.0
02.08.2000 12:00,6.0
14.08.2000 12:00,8.8
28.08.2000 12:00,10.5
11.09.2000 12:00,16.1
02.10.2000 12:00,9.0
23.10.2000 12:00,5.5
13.11.2000 12:00,6.2
02.04.2001 12:00,8.8
30.04.2001 12:00,7.9
14.05.2001 12:00,11.3
12.06.2001 12:00,9.8
02.07.2001 12:00,9.2
26.07.2001 12:00,9.5
27.08.2001 12:00,9.5
10.09.2001 12:00,8.5
15.10.2001 12:00,10.3
05.11.2001 12:00,8.9
10.12.2001 12:00,10.8
15.04.2002 12:00,7.1
13.05.2002 12:00,7.3
17.06.2002 12:00,6.8
03.07.2002 12:00,5.9
22.07.2002 12:00,6.0
13.08.2002 12:00,6.4
26.08.2002 12:00,6.2
18.09.2002 12:00,9.3
28.10.2002 12:00,8.2
18.11.2002 12:00,6.4
31.03.2003 12:00,7.5
29.04.2003 12:00,7.1
12.06.2003 12:00,9.1
23.06.2003 12:00,9.3
14.07.2003 12:00,10.4
28.07.2003 12:00,8.4
13.08.2003 12:00,9.4
25.08.2003 12:00,9.0
17.09.2003 12:00,8.9
20.10.2003 12:00,7.9
11.11.2003 12:00,8.9
26.04.2004 12:00,11.3
25.05.2004 12:00,9.7
15.06.2004 12:00,9.6
30.06.2004 12:00,8.6
22.07.2004 12:00,9.8
11.08.2004 12:00,9.2
07.09.2004 12:00,9.1
05.10.2004 12:00,8.5
25.10.2004 12:00,8.6
09.11.2004 12:00,8.9
07.02.2005 12:00,12.9
08.03.2005 12:00,13.0
19.04.2005 12:00,11.3
24.05.2005 12:00,11.7
13.06.2005 12:00,9.9
05.07.2005 12:00,9.1
30.08.2005 12:00,9.1
20.09.2005 12:00,8.3
05.10.2005 12:00,8.7
07.11.2005 12:00,8.5
25.04.2006 12:00,11.5
29.05.2006 12:00,10.1
20.06.2006 12:00,9.1
10.07.2006 12:00,8.8
25.07.2006 12:00,8.9
09.08.2006 12:00,9.1
23.08.2006 12:00,9.4
06.09.2006 12:00,10.1
19.09.2006 12:00,10.1
16.10.2006 12:00,8.9
22.11.2006 12:00,8.7
03.04.2007 12:00,12.3
25.04.2007 12:00,10.9
05.06.2007 12:00,9.4
12.07.2007 12:00,9.5
18.07.2007 12:00,9.5
08.08.2007 12:00,6.8
22.08.2007 12:00,8.5
11.09.2007 12:00,9.0
25.09.2007 12:00,8.5
17.10.2007 12:00,9.1
13.11.2007 12:00,6.4
17.03.2008 12:00,13.6
02.04.2008 12:00,12.0
26.05.2008 12:00,9.7
10.06.2008 12:00,9.7
24.06.2008 12:00,10.6
02.07.2008 12:00,9.6
22.07.2008 12:00,11.6
06.08.2008 12:00,10.2
19.08.2008 12:00,8.9
03.09.2008 12:00,10.9
23.09.2008 12:00,8.5
09.10.2008 12:00,9.9
12.11.2008 12:00,9.0
22.04.2009 12:00,12.4
12.05.2009 12:00,11.7
25.05.2009 12:00,10.7
30.06.2009 12:00,10.6
07.07.2009 12:00,10.2
21.07.2009 12:00,9.2
05.08.2009 12:00,9.0
20.08.2009 12:00,9.4
01.09.2009 12:00,8.0
15.09.2009 12:00,6.9
14.10.2009 12:00,6.7
11.11.2009 12:00,8.6
21.04.2010 12:00,10.9
18.05.2010 12:00,10.6
23.06.2010 12:00,9.7
06.07.2010 12:00,9.9
20.07.2010 12:00,9.1
04.08.2010 12:00,8.8
19.08.2010 12:00,9.4
02.09.2010 12:00,9.1
14.09.2010 12:00,9.5
07.10.2010 12:00,9.5
10.11.2010 12:00,9.4
31.03.2011 12:00,11.9
11.04.2011 12:00,11.4
17.05.2011 12:00,10.3
28.06.2011 12:00,9.9
13.07.2011 12:00,10.2
26.07.2011 12:00,9.4
11.08.2011 12:00,9.6
30.08.2011 12:00,9.6
13.09.2011 12:00,8.9
28.09.2011 12:00,9.1
18.10.2011 12:00,8.6
09.11.2011 12:00,8.5
17.04.2012 12:00,11.5
02.05.2012 12:00,11.7
06.06.2012 12:00,10.0
13.06.2012 12:00,9.4
03.07.2012 12:00,9.1
19.07.2012 12:00,9.2
09.08.2012 12:00,9.3
28.08.2012 12:00,8.8
26.09.2012 12:00,8.0
31.10.2012 12:00,7.8
27.11.2012 12:00,8.6
15.04.2013 12:00,11.7
15.05.2013 12:00,11.4
05.06.2013 12:00,10.5
02.07.2013 12:00,9.4
18.07.2013 12:00,11.0
08.08.2013 12:00,9.1
27.08.2013 12:00,9.4
25.09.2013 12:00,10.0
31.10.2013 12:00,8.5
15.04.2014 12:00,11.8
20.05.2014 12:00,11.1
04.06.2014 12:00,11.4
17.07.2014 12:00,9.6
07.08.2014 12:00,10.0
04.09.2014 12:00,8.7
25.09.2014 12:00,8.4
30.10.2014 12:00,7.6
04.12.2014 12:00,8.7
14.04.2015 12:00,11.8
06.05.2015 12:00,10.8
11.06.2015 12:00,8.6
02.07.2015 12:00,9.2
16.07.2015 12:00,9.4
11.08.2015 12:00,9.5
25.08.2015 12:00,9.1
29.09.2015 12:00,8.2
29.10.2015 12:00,9.4
03.12.2015 12:00,10.4
14.04.2016 12:00,11.4
20.05.2016 12:00,10.6
09.06.2016 12:00,9.6
14.07.2016 12:00,9.0
28.07.2016 12:00,9.6
11.08.2016 12:00,9.8
25.08.2016 12:00,9.3
08.09.2016 12:00,8.8
22.09.2016 12:00,8.9
27.10.2016 12:00,8.7
06.12.2016 12:00,10.7
06.04.2017 12:00,11.6
10.05.2017 12:00,10.5
14.06.2017 12:00,9.4
