date,depth,salinity [g kg-1]
23.02.1984 12:00,0.0,0.199
23.02.1984 12:00,2.5,0.198
23.02.1984 12:00,5.0,0.198
23.02.1984 12:00,7.5,0.197
23.02.1984 12:00,10.0,0.197
23.02.1984 12:00,15.0,0.2
23.02.1984 12:00,20.0,0.206
23.02.1984 12:00,25.0,0.21
23.02.1984 12:00,30.0,0.212
26.04.1984 12:00,0.0,0.208
26.04.1984 12:00,2.5,0.208
26.04.1984 12:00,5.0,0.208
26.04.1984 12:00,7.5,0.208
26.04.1984 12:00,10.0,0.208
26.04.1984 12:00,15.0,0.208
26.04.1984 12:00,20.0,0.208
26.04.1984 12:00,25.0,0.208
26.04.1984 12:00,30.0,0.208
15.05.1984 12:00,0.0,0.208
15.05.1984 12:00,2.5,0.208
15.05.1984 12:00,5.0,0.208
15.05.1984 12:00,7.5,0.208
15.05.1984 12:00,10.0,0.208
15.05.1984 12:00,20.0,0.208
15.05.1984 12:00,25.0,0.208
15.05.1984 12:00,30.0,0.208
07.06.1984 12:00,0.0,0.203
07.06.1984 12:00,2.5,0.208
07.06.1984 12:00,5.0,0.206
07.06.1984 12:00,7.5,0.205
07.06.1984 12:00,10.0,0.206
07.06.1984 12:00,15.0,0.207
07.06.1984 12:00,20.0,0.207
07.06.1984 12:00,25.0,0.208
07.06.1984 12:00,30.0,0.207
05.07.1984 12:00,0.0,0.164
05.07.1984 12:00,2.5,0.164
05.07.1984 12:00,5.0,0.174
05.07.1984 12:00,7.5,0.185
05.07.1984 12:00,10.0,0.205
05.07.1984 12:00,15.0,0.209
05.07.1984 12:00,20.0,0.212
05.07.1984 12:00,25.0,0.211
05.07.1984 12:00,30.0,0.212
14.08.1984 12:00,0.0,0.165
14.08.1984 12:00,2.5,0.166
14.08.1984 12:00,5.0,0.178
14.08.1984 12:00,7.5,0.181
14.08.1984 12:00,10.0,0.212
14.08.1984 12:00,15.0,0.218
14.08.1984 12:00,20.0,0.219
14.08.1984 12:00,25.0,0.22
14.08.1984 12:00,30.0,0.22
12.09.1984 12:00,0.0,0.175
12.09.1984 12:00,2.5,0.176
12.09.1984 12:00,5.0,0.177
12.09.1984 12:00,7.5,0.177
12.09.1984 12:00,10.0,0.19
12.09.1984 12:00,15.0,0.206
12.09.1984 12:00,20.0,0.208
12.09.1984 12:00,25.0,0.209
12.09.1984 12:00,30.0,0.21
09.10.1984 12:00,0.0,0.193
09.10.1984 12:00,2.5,0.195
09.10.1984 12:00,5.0,0.195
09.10.1984 12:00,7.5,0.195
09.10.1984 12:00,10.0,0.195
09.10.1984 12:00,15.0,0.195
09.10.1984 12:00,20.0,0.196
09.10.1984 12:00,25.0,0.204
09.10.1984 12:00,30.0,0.208
08.11.1984 12:00,0.0,0.197
08.11.1984 12:00,2.5,0.198
08.11.1984 12:00,5.0,0.198
08.11.1984 12:00,7.5,0.198
08.11.1984 12:00,10.0,0.198
08.11.1984 12:00,15.0,0.198
08.11.1984 12:00,20.0,0.198
08.11.1984 12:00,25.0,0.198
08.11.1984 12:00,30.0,0.199
04.12.1984 12:00,0.0,0.196
04.12.1984 12:00,2.5,0.198
04.12.1984 12:00,5.0,0.199
04.12.1984 12:00,7.5,0.198
04.12.1984 12:00,10.0,0.197
04.12.1984 12:00,15.0,0.195
04.12.1984 12:00,20.0,0.195
04.12.1984 12:00,25.0,0.199
04.12.1984 12:00,30.0,0.202
16.01.1985 12:00,0.0,0.221
16.01.1985 12:00,2.5,0.209
16.01.1985 12:00,5.0,0.207
16.01.1985 12:00,7.5,0.204
16.01.1985 12:00,10.0,0.204
16.01.1985 12:00,15.0,0.201
16.01.1985 12:00,20.0,0.202
16.01.1985 12:00,25.0,0.202
16.01.1985 12:00,30.0,0.216
22.02.1985 12:00,0.0,0.145
22.02.1985 12:00,2.5,0.205
22.02.1985 12:00,5.0,0.205
22.02.1985 12:00,7.5,0.205
22.02.1985 12:00,10.0,0.206
22.02.1985 12:00,15.0,0.205
22.02.1985 12:00,20.0,0.206
22.02.1985 12:00,25.0,0.217
22.02.1985 12:00,30.0,0.234
13.03.1985 12:00,0.0,0.122
13.03.1985 12:00,2.5,0.203
13.03.1985 12:00,5.0,0.208
13.03.1985 12:00,7.5,0.21
13.03.1985 12:00,10.0,0.214
13.03.1985 12:00,15.0,0.219
13.03.1985 12:00,20.0,0.219
13.03.1985 12:00,25.0,0.226
13.03.1985 12:00,30.0,0.242
05.06.1985 12:00,0.0,0.202
05.06.1985 12:00,2.5,0.204
05.06.1985 12:00,5.0,0.202
05.06.1985 12:00,7.5,0.204
05.06.1985 12:00,10.0,0.207
05.06.1985 12:00,15.0,0.206
05.06.1985 12:00,20.0,0.206
05.06.1985 12:00,25.0,0.205
05.06.1985 12:00,30.0,0.206
02.07.1985 12:00,0.0,0.197
02.07.1985 12:00,2.5,0.198
02.07.1985 12:00,5.0,0.199
02.07.1985 12:00,7.5,0.205
02.07.1985 12:00,10.0,0.207
02.07.1985 12:00,15.0,0.21
02.07.1985 12:00,20.0,0.211
02.07.1985 12:00,25.0,0.211
02.07.1985 12:00,30.0,0.211
15.08.1985 12:00,0.0,0.182
15.08.1985 12:00,2.5,0.182
15.08.1985 12:00,5.0,0.182
15.08.1985 12:00,7.5,0.188
15.08.1985 12:00,10.0,0.194
15.08.1985 12:00,15.0,0.198
15.08.1985 12:00,20.0,0.199
15.08.1985 12:00,25.0,0.199
15.08.1985 12:00,30.0,0.2
04.09.1985 12:00,0.0,0.179
04.09.1985 12:00,2.5,0.182
04.09.1985 12:00,5.0,0.182
04.09.1985 12:00,7.5,0.193
04.09.1985 12:00,10.0,0.194
04.09.1985 12:00,15.0,0.208
04.09.1985 12:00,20.0,0.21
04.09.1985 12:00,25.0,0.21
04.09.1985 12:00,30.0,0.21
18.09.1985 12:00,0.0,0.192
18.09.1985 12:00,2.5,0.193
18.09.1985 12:00,5.0,0.195
18.09.1985 12:00,7.5,0.194
18.09.1985 12:00,10.0,0.194
18.09.1985 12:00,15.0,0.205
18.09.1985 12:00,20.0,0.21
18.09.1985 12:00,25.0,0.21
18.09.1985 12:00,30.0,0.211
01.10.1985 12:00,0.0,0.186
01.10.1985 12:00,2.5,0.187
01.10.1985 12:00,5.0,0.188
01.10.1985 12:00,7.5,0.189
01.10.1985 12:00,10.0,0.195
01.10.1985 12:00,15.0,0.205
01.10.1985 12:00,20.0,0.211
01.10.1985 12:00,25.0,0.211
01.10.1985 12:00,30.0,0.212
30.10.1985 12:00,0.0,0.19
30.10.1985 12:00,2.5,0.193
30.10.1985 12:00,5.0,0.193
30.10.1985 12:00,7.5,0.194
30.10.1985 12:00,10.0,0.194
30.10.1985 12:00,15.0,0.194
30.10.1985 12:00,20.0,0.194
30.10.1985 12:00,25.0,0.195
30.10.1985 12:00,30.0,0.195
04.12.1985 12:00,0.0,0.199
04.12.1985 12:00,2.5,0.2
04.12.1985 12:00,5.0,0.201
04.12.1985 12:00,7.5,0.2
04.12.1985 12:00,10.0,0.199
04.12.1985 12:00,15.0,0.199
04.12.1985 12:00,20.0,0.198
04.12.1985 12:00,25.0,0.199
04.12.1985 12:00,30.0,0.199
02.04.1986 12:00,0.0,0.195
02.04.1986 12:00,2.5,0.199
02.04.1986 12:00,5.0,0.199
02.04.1986 12:00,7.5,0.199
02.04.1986 12:00,10.0,0.199
02.04.1986 12:00,15.0,0.199
02.04.1986 12:00,20.0,0.199
02.04.1986 12:00,25.0,0.199
02.04.1986 12:00,30.0,0.199
15.05.1986 12:00,0.0,0.194
15.05.1986 12:00,2.5,0.196
15.05.1986 12:00,5.0,0.199
15.05.1986 12:00,7.5,0.2
15.05.1986 12:00,10.0,0.204
15.05.1986 12:00,15.0,0.201
15.05.1986 12:00,20.0,0.206
15.05.1986 12:00,25.0,0.201
15.05.1986 12:00,30.0,0.201
16.07.1986 12:00,0.0,0.182
16.07.1986 12:00,2.5,0.18
16.07.1986 12:00,5.0,0.18
16.07.1986 12:00,7.5,0.186
16.07.1986 12:00,10.0,0.192
16.07.1986 12:00,15.0,0.194
16.07.1986 12:00,20.0,0.195
16.07.1986 12:00,25.0,0.197
16.07.1986 12:00,30.0,0.197
27.08.1986 12:00,0.0,0.18
27.08.1986 12:00,2.5,0.18
27.08.1986 12:00,5.0,0.18
27.08.1986 12:00,7.5,0.183
27.08.1986 12:00,10.0,0.19
27.08.1986 12:00,15.0,0.198
27.08.1986 12:00,20.0,0.199
27.08.1986 12:00,25.0,0.199
27.08.1986 12:00,30.0,0.199
18.09.1986 12:00,0.0,0.174
18.09.1986 12:00,2.5,0.176
18.09.1986 12:00,5.0,0.177
18.09.1986 12:00,7.5,0.179
18.09.1986 12:00,10.0,0.099
18.09.1986 12:00,15.0,0.186
18.09.1986 12:00,20.0,0.19
18.09.1986 12:00,25.0,0.19
18.09.1986 12:00,30.0,0.191
01.10.1986 12:00,0.0,0.177
01.10.1986 12:00,2.5,0.178
01.10.1986 12:00,5.0,0.178
01.10.1986 12:00,7.5,0.179
01.10.1986 12:00,10.0,0.179
01.10.1986 12:00,15.0,0.182
01.10.1986 12:00,20.0,0.188
01.10.1986 12:00,25.0,0.189
01.10.1986 12:00,30.0,0.19
05.11.1986 12:00,0.0,0.195
05.11.1986 12:00,2.5,0.195
05.11.1986 12:00,5.0,0.195
05.11.1986 12:00,7.5,0.195
05.11.1986 12:00,15.0,0.195
05.11.1986 12:00,20.0,0.195
05.11.1986 12:00,25.0,0.195
05.11.1986 12:00,30.0,0.198
26.11.1986 12:00,0.0,0.191
26.11.1986 12:00,2.5,0.19
26.11.1986 12:00,5.0,0.19
26.11.1986 12:00,7.5,0.19
26.11.1986 12:00,15.0,0.19
26.11.1986 12:00,20.0,0.19
26.11.1986 12:00,25.0,0.195
26.11.1986 12:00,30.0,0.196
22.04.1987 12:00,0.0,0.196
22.04.1987 12:00,2.5,0.197
22.04.1987 12:00,5.0,0.197
22.04.1987 12:00,7.5,0.197
22.04.1987 12:00,10.0,0.197
22.04.1987 12:00,15.0,0.196
22.04.1987 12:00,20.0,0.196
22.04.1987 12:00,25.0,0.196
22.04.1987 12:00,30.0,0.195
05.05.1987 12:00,0.0,0.194
05.05.1987 12:00,2.5,0.194
05.05.1987 12:00,5.0,0.194
05.05.1987 12:00,7.5,0.194
05.05.1987 12:00,10.0,0.195
05.05.1987 12:00,15.0,0.195
05.05.1987 12:00,20.0,0.195
05.05.1987 12:00,25.0,0.196
05.05.1987 12:00,30.0,0.199
19.05.1987 12:00,0.0,0.196
19.05.1987 12:00,2.5,0.2
19.05.1987 12:00,5.0,0.201
19.05.1987 12:00,7.5,0.201
19.05.1987 12:00,10.0,0.2
19.05.1987 12:00,15.0,0.199
19.05.1987 12:00,20.0,0.199
19.05.1987 12:00,25.0,0.2
19.05.1987 12:00,30.0,0.201
02.06.1987 12:00,0.0,0.19
02.06.1987 12:00,2.5,0.191
02.06.1987 12:00,5.0,0.192
02.06.1987 12:00,7.5,0.194
02.06.1987 12:00,10.0,0.194
02.06.1987 12:00,15.0,0.194
02.06.1987 12:00,20.0,0.194
02.06.1987 12:00,25.0,0.194
02.06.1987 12:00,30.0,0.194
07.07.1987 12:00,0.0,0.198
07.07.1987 12:00,2.5,0.201
07.07.1987 12:00,5.0,0.204
07.07.1987 12:00,7.5,0.208
07.07.1987 12:00,10.0,0.208
07.07.1987 12:00,15.0,0.209
07.07.1987 12:00,20.0,0.21
07.07.1987 12:00,25.0,0.21
07.07.1987 12:00,30.0,0.209
22.07.1987 12:00,0.0,0.187
22.07.1987 12:00,2.5,0.193
22.07.1987 12:00,5.0,0.195
22.07.1987 12:00,7.5,0.199
22.07.1987 12:00,10.0,0.2
22.07.1987 12:00,15.0,0.199
22.07.1987 12:00,20.0,0.2
22.07.1987 12:00,25.0,0.2
22.07.1987 12:00,30.0,0.2
12.08.1987 12:00,0.0,0.195
12.08.1987 12:00,2.5,0.202
12.08.1987 12:00,5.0,0.205
12.08.1987 12:00,7.5,0.208
12.08.1987 12:00,10.0,0.21
12.08.1987 12:00,15.0,0.21
12.08.1987 12:00,20.0,0.21
12.08.1987 12:00,25.0,0.211
12.08.1987 12:00,30.0,0.21
02.09.1987 12:00,0.0,0.177
02.09.1987 12:00,2.5,0.177
02.09.1987 12:00,5.0,0.181
02.09.1987 12:00,7.5,0.187
02.09.1987 12:00,10.0,0.19
02.09.1987 12:00,15.0,0.19
02.09.1987 12:00,20.0,0.19
02.09.1987 12:00,25.0,0.19
02.09.1987 12:00,30.0,0.195
13.10.1987 12:00,0.0,0.197
13.10.1987 12:00,2.5,0.197
13.10.1987 12:00,5.0,0.197
13.10.1987 12:00,7.5,0.197
13.10.1987 12:00,10.0,0.197
13.10.1987 12:00,15.0,0.196
13.10.1987 12:00,20.0,0.195
13.10.1987 12:00,25.0,0.196
13.10.1987 12:00,30.0,0.196
11.11.1987 12:00,0.0,0.198
11.11.1987 12:00,2.5,0.199
11.11.1987 12:00,5.0,0.199
11.11.1987 12:00,7.5,0.199
11.11.1987 12:00,10.0,0.199
11.11.1987 12:00,15.0,0.199
11.11.1987 12:00,20.0,0.199
11.11.1987 12:00,25.0,0.2
11.11.1987 12:00,30.0,0.2
19.04.1988 12:00,0.0,0.205
19.04.1988 12:00,2.5,0.204
19.04.1988 12:00,5.0,0.205
19.04.1988 12:00,7.5,0.206
19.04.1988 12:00,10.0,0.206
19.04.1988 12:00,15.0,0.206
19.04.1988 12:00,20.0,0.206
19.04.1988 12:00,25.0,0.206
19.04.1988 12:00,30.0,0.205
10.05.1988 12:00,0.0,0.2
10.05.1988 12:00,2.5,0.203
10.05.1988 12:00,5.0,0.204
10.05.1988 12:00,7.5,0.204
10.05.1988 12:00,10.0,0.205
10.05.1988 12:00,15.0,0.206
10.05.1988 12:00,20.0,0.207
10.05.1988 12:00,25.0,0.208
10.05.1988 12:00,30.0,0.208
