date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen concentration [mg/L]
10.11.1959 12:00,1.5
11.05.1960 12:00,9.4
30.08.1960 12:00,4.3
08.11.1960 12:00,2.9
14.02.1961 15:40,11.2
20.11.1962 15:10,1.4
18.10.1965 16:10,1.2
11.11.1965 15:40,2.1
23.10.1969 16:45,1.3
11.11.1969 16:15,1.5
25.05.1970 16:30,9.2
07.09.1970 16:20,3.5
12.11.1970 16:10,1.4
15.12.1970 15:20,6.6
24.05.1971 12:00,8.3
30.08.1971 15:45,3.8
16.02.1972 15:35,9.5
29.08.1972 16:20,3.0
15.11.1972 15:45,2.5
14.05.1973 15:35,9.2
12.07.1973 10:35,6.6
27.08.1973 15:40,4.1
06.11.1973 15:55,1.4
05.03.1974 16:10,10.8
07.05.1974 15:45,8.8
03.09.1974 16:00,2.8
06.11.1974 16:00,4.0
24.02.1975 15:30,11.3
12.05.1975 15:30,9.9
25.08.1975 15:50,5.0
11.11.1975 15:45,1.9
17.02.1976 15:15,11.3
17.05.1976 15:30,9.6
31.08.1976 16:15,3.7
09.11.1976 15:20,1.4
21.02.1977 15:20,11.0
17.05.1977 15:30,9.2
05.09.1977 15:25,2.7
07.11.1977 15:20,1.0
27.02.1978 14:00,11.4
09.11.1978 14:10,2.9
21.02.1979 13:30,11.2
12.11.1979 14:00,3.6
19.02.1980 14:00,11.3
13.11.1980 14:10,2.5
17.02.1981 14:25,11.6
02.11.1981 14:45,2.2
02.11.1982 14:10,1.7
28.02.1983 14:35,11.6
03.11.1983 14:00,1.9
28.02.1984 09:55,11.6
06.11.1984 15:20,2.1
05.03.1985 14:00,11.7
04.11.1985 14:05,1.5
12.03.1986 13:55,11.4
10.11.1986 13:55,2.9
31.03.1987 13:50,12.3
04.11.1987 14:00,3.3
17.03.1988 14:25,11.6
02.11.1988 14:20,3.2
06.03.1989 15:50,10.8
27.11.1989 14:00,3.2
06.03.1990 13:50,10.3
05.11.1990 14:05,3.5
04.03.1991 14:00,10.9
18.11.1991 15:02,3.2
10.03.1992 15:01,9.8
23.11.1992 09:30,8.1
16.03.1993 09:05,11.1
27.08.1993 10:03,6.7
02.09.1993 10:25,6.4
09.09.1993 11:05,6.3
16.09.1993 12:00,6.4
23.09.1993 12:00,5.4
09.11.1993 10:00,3.9
28.02.1994 12:00,11.8
22.03.1994 12:00,11.6
14.04.1994 12:00,11.1
02.05.1994 12:00,10.0
31.05.1994 12:00,8.9
30.06.1994 12:00,8.3
26.07.1994 12:00,6.9
09.08.1994 12:00,6.4
06.09.1994 12:00,6.1
23.11.1994 12:00,3.1
13.12.1994 12:00,3.0
19.01.1995 12:00,11.0
20.02.1995 12:00,11.2
22.03.1995 12:00,11.6
19.04.1995 12:00,10.8
23.05.1995 12:00,9.4
22.06.1995 12:00,8.8
20.07.1995 12:00,7.3
15.08.1995 12:00,6.3
13.09.1995 12:00,5.5
04.10.1995 12:00,4.5
07.11.1995 12:00,3.0
07.12.1995 12:00,2.3
30.01.1996 12:00,10.8
28.02.1996 12:00,10.8
27.03.1996 12:00,10.5
01.05.1996 12:00,9.5
22.05.1996 12:00,9.7
18.06.1996 12:00,9.5
19.07.1996 12:00,8.4
14.08.1996 12:00,7.0
18.09.1996 12:00,5.6
09.10.1996 12:00,4.1
19.11.1996 12:00,5.3
17.12.1996 12:00,10.3
23.01.1997 12:00,11.4
07.03.1997 12:00,12.1
20.03.1997 12:00,11.7
23.04.1997 12:00,11.0
15.05.1997 12:00,9.9
12.06.1997 12:00,8.4
10.07.1997 12:00,7.2
07.08.1997 12:00,6.3
11.09.1997 12:00,4.7
08.10.1997 12:00,3.5
11.11.1997 12:00,2.2
11.12.1997 12:00,7.4
21.01.1998 12:00,11.4
25.02.1998 12:00,11.4
24.03.1998 12:00,11.6
22.04.1998 12:00,11.2
20.05.1998 12:00,10.2
17.06.1998 12:00,8.5
15.07.1998 12:00,8.1
12.08.1998 12:00,6.3
23.09.1998 12:00,4.0
14.10.1998 12:00,3.8
12.11.1998 12:00,4.6
09.12.1998 12:00,11.1
20.01.1999 12:00,11.6
24.02.1999 12:00,13.0
29.03.1999 12:00,12.3
21.04.1999 12:00,11.3
16.06.1999 12:00,9.3
27.07.1999 12:00,7.6
18.08.1999 12:00,7.3
15.09.1999 12:00,5.6
06.10.1999 12:00,5.1
13.10.1999 12:00,4.7
10.11.1999 12:00,4.0
15.12.1999 12:00,10.5
19.01.2000 12:00,11.4
23.02.2000 12:00,12.2
21.03.2000 12:00,12.0
19.04.2000 12:00,11.2
18.05.2000 12:00,10.0
21.06.2000 12:00,9.3
17.07.2000 12:00,8.2
16.08.2000 12:00,6.9
13.09.2000 12:00,6.2
16.10.2000 12:00,4.5
08.11.2000 12:00,3.9
06.12.2000 12:00,3.8
17.01.2001 12:00,10.6
21.02.2001 12:00,11.5
23.03.2001 12:00,11.6
25.04.2001 12:00,10.7
29.06.2001 12:00,8.3
25.07.2001 12:00,7.0
16.08.2001 12:00,6.2
19.09.2001 12:00,4.6
17.10.2001 12:00,4.2
21.11.2001 12:00,4.1
19.12.2001 12:00,11.0
16.01.2002 12:00,11.7
13.02.2002 12:00,12.0
27.03.2002 12:00,11.9
17.04.2002 12:00,11.5
13.05.2002 12:00,10.3
18.06.2002 12:00,9.0
23.07.2002 12:00,8.2
20.08.2002 12:00,6.8
16.09.2002 12:00,6.3
16.10.2002 12:00,5.0
20.11.2002 12:00,5.5
18.12.2002 12:00,8.6
23.01.2003 12:00,11.3
18.02.2003 12:00,11.8
20.03.2003 12:00,12.3
16.04.2003 12:00,11.3
14.05.2003 12:00,10.2
12.06.2003 12:00,9.7
09.07.2003 12:00,8.7
13.08.2003 12:00,7.6
10.09.2003 12:00,6.6
15.10.2003 12:00,5.2
12.11.2003 12:00,4.7
09.12.2003 12:00,5.4
14.01.2004 12:00,10.4
18.02.2004 12:00,11.5
17.03.2004 12:00,11.4
15.04.2004 12:00,11.0
12.05.2004 12:00,10.2
09.06.2004 12:00,9.6
07.07.2004 12:00,8.5
11.08.2004 12:00,7.7
08.09.2004 12:00,6.7
13.10.2004 12:00,5.2
10.11.2004 12:00,4.9
13.01.2005 12:00,10.6
16.02.2005 12:00,11.9
16.03.2005 12:00,12.1
13.04.2005 12:00,11.6
18.05.2005 12:00,10.2
15.06.2005 12:00,9.2
13.07.2005 12:00,8.5
10.08.2005 12:00,7.9
14.09.2005 12:00,6.4
12.10.2005 12:00,5.9
09.11.2005 12:00,5.0
07.12.2005 12:00,7.5
11.01.2006 12:00,11.4
22.02.2006 12:00,12.2
22.03.2006 12:00,12.6
18.04.2006 12:00,11.9
11.05.2006 12:00,10.9
14.06.2006 12:00,9.9
12.07.2006 12:00,9.0
16.08.2006 12:00,7.5
13.09.2006 12:00,6.7
11.10.2006 12:00,5.7
15.11.2006 12:00,5.0
13.12.2006 12:00,4.4
17.01.2007 12:00,10.4
14.02.2007 12:00,11.4
14.03.2007 12:00,11.3
12.04.2007 12:00,10.9
10.05.2007 12:00,9.9
13.06.2007 12:00,8.8
11.07.2007 12:00,7.9
08.08.2007 12:00,7.3
12.09.2007 12:00,6.2
10.10.2007 12:00,4.9
07.11.2007 12:00,4.8
12.12.2007 12:00,10.5
23.01.2008 12:00,11.7
20.02.2008 12:00,12.0
19.03.2008 12:00,11.8
16.04.2008 12:00,11.6
21.05.2008 12:00,10.4
11.06.2008 12:00,9.6
09.07.2008 12:00,8.5
06.08.2008 12:00,7.7
10.09.2008 12:00,6.7
13.10.2008 12:00,5.9
12.11.2008 12:00,4.9
10.12.2008 12:00,9.1
21.01.2009 12:00,11.7
23.02.2009 12:00,11.9
18.03.2009 12:00,11.8
08.04.2009 12:00,11.3
13.05.2009 12:00,10.0
17.06.2009 12:00,9.0
22.07.2009 12:00,7.9
19.08.2009 12:00,7.2
16.09.2009 12:00,6.3
14.10.2009 12:00,6.0
11.11.2009 12:00,4.8
