date (yyyy-mm-dd HH:MM:SS),bottom oxygen concentration [mg/L]
10.11.1959 12:00,0.4
23.02.1960 12:00,11.5
11.05.1960 12:00,8.6
30.08.1960 12:00,1.1
08.11.1960 12:00,0.6
14.02.1961 15:40,11.2
20.11.1962 15:10,0.5
18.10.1965 16:10,0.1
11.11.1965 15:40,0.0
23.10.1969 16:45,0.0
11.11.1969 16:15,0.0
10.03.1970 16:15,11.2
25.05.1970 16:30,8.5
07.09.1970 16:20,0.2
12.11.1970 16:10,0.4
15.12.1970 15:20,1.2
24.05.1971 12:00,6.1
30.08.1971 15:45,0.5
16.02.1972 15:35,9.2
29.08.1972 16:20,0.1
15.11.1972 15:45,0.2
14.05.1973 15:35,7.9
12.07.1973 10:35,2.9
27.08.1973 15:40,0.0
06.11.1973 15:55,0.2
05.03.1974 16:10,10.8
07.05.1974 15:45,8.0
03.09.1974 16:00,0.2
06.11.1974 16:00,0.2
24.02.1975 15:30,11.1
12.05.1975 15:30,9.6
25.08.1975 15:50,1.2
11.11.1975 15:45,0.2
17.02.1976 15:15,11.2
17.05.1976 15:30,9.0
31.08.1976 16:15,0.4
09.11.1976 15:20,0.2
21.02.1977 15:20,10.8
17.05.1977 15:30,8.6
05.09.1977 15:25,0.4
07.11.1977 15:20,0.2
27.02.1978 14:00,11.2
09.11.1978 14:10,0.6
21.02.1979 13:30,11.1
12.11.1979 14:00,1.4
19.02.1980 14:00,11.0
13.11.1980 14:10,0.5
17.02.1981 14:25,11.5
02.11.1981 14:45,0.4
02.11.1982 14:10,0.2
28.02.1983 14:35,11.6
03.11.1983 14:00,0.2
28.02.1984 09:55,11.4
06.11.1984 15:20,0.2
05.03.1985 14:00,11.4
04.11.1985 14:05,0.1
12.03.1986 13:55,11.8
10.11.1986 13:55,0.8
31.03.1987 13:50,12.2
04.11.1987 14:00,0.3
17.03.1988 14:25,11.5
02.11.1988 14:20,0.2
06.03.1989 15:50,10.7
27.11.1989 14:00,0.3
06.03.1990 13:50,10.3
05.11.1990 14:05,1.4
04.03.1991 14:00,11.0
18.11.1991 15:02,1.6
10.03.1992 15:01,9.5
23.11.1992 09:30,1.7
16.03.1993 09:05,10.9
27.08.1993 10:03,3.3
02.09.1993 10:25,1.9
09.09.1993 11:05,3.0
16.09.1993 12:00,6.2
23.09.1993 12:00,1.2
09.11.1993 10:00,0.9
28.02.1994 12:00,11.8
22.03.1994 12:00,11.6
14.04.1994 12:00,11.0
02.05.1994 12:00,9.0
31.05.1994 12:00,8.3
30.06.1994 12:00,6.8
26.07.1994 12:00,2.9
09.08.1994 12:00,3.1
06.09.1994 12:00,2.9
23.11.1994 12:00,0.1
13.12.1994 12:00,0.2
19.01.1995 12:00,11.0
20.02.1995 12:00,11.2
22.03.1995 12:00,11.6
19.04.1995 12:00,10.1
23.05.1995 12:00,8.8
22.06.1995 12:00,7.7
20.07.1995 12:00,5.0
15.08.1995 12:00,3.4
13.09.1995 12:00,2.4
04.10.1995 12:00,1.0
07.11.1995 12:00,0.3
07.12.1995 12:00,0.0
30.01.1996 12:00,10.8
28.02.1996 12:00,10.8
27.03.1996 12:00,10.0
01.05.1996 12:00,8.8
22.05.1996 12:00,9.0
18.06.1996 12:00,7.4
19.07.1996 12:00,6.4
14.08.1996 12:00,4.4
18.09.1996 12:00,1.9
09.10.1996 12:00,0.7
19.11.1996 12:00,2.2
17.12.1996 12:00,10.3
23.01.1997 12:00,11.1
07.03.1997 12:00,11.7
20.03.1997 12:00,10.7
23.04.1997 12:00,10.2
15.05.1997 12:00,9.2
12.06.1997 12:00,7.3
10.07.1997 12:00,5.4
07.08.1997 12:00,3.5
11.09.1997 12:00,1.8
08.10.1997 12:00,0.2
11.11.1997 12:00,0.1
11.12.1997 12:00,2.5
21.01.1998 12:00,11.4
25.02.1998 12:00,10.9
24.03.1998 12:00,11.3
22.04.1998 12:00,10.8
20.05.1998 12:00,9.8
17.06.1998 12:00,6.6
15.07.1998 12:00,6.6
12.08.1998 12:00,3.7
23.09.1998 12:00,1.0
14.10.1998 12:00,1.4
12.11.1998 12:00,1.6
09.12.1998 12:00,11.2
20.01.1999 12:00,11.5
24.02.1999 12:00,13.0
29.03.1999 12:00,12.0
21.04.1999 12:00,11.2
16.06.1999 12:00,8.1
27.07.1999 12:00,5.6
18.08.1999 12:00,5.7
15.09.1999 12:00,2.8
06.10.1999 12:00,2.9
13.10.1999 12:00,2.0
10.11.1999 12:00,2.0
15.12.1999 12:00,10.5
19.01.2000 12:00,11.4
23.02.2000 12:00,12.0
21.03.2000 12:00,11.9
19.04.2000 12:00,10.9
18.05.2000 12:00,9.0
21.06.2000 12:00,8.0
17.07.2000 12:00,6.4
16.08.2000 12:00,3.9
13.09.2000 12:00,3.0
16.10.2000 12:00,1.0
08.11.2000 12:00,1.5
06.12.2000 12:00,1.1
17.01.2001 12:00,10.7
21.02.2001 12:00,11.4
23.03.2001 12:00,11.6
25.04.2001 12:00,9.7
29.06.2001 12:00,6.3
25.07.2001 12:00,4.4
16.08.2001 12:00,3.8
19.09.2001 12:00,1.4
17.10.2001 12:00,1.2
21.11.2001 12:00,1.3
19.12.2001 12:00,11.1
16.01.2002 12:00,11.6
13.02.2002 12:00,11.9
27.03.2002 12:00,11.8
17.04.2002 12:00,11.1
13.05.2002 12:00,9.8
18.06.2002 12:00,7.8
23.07.2002 12:00,6.7
20.08.2002 12:00,3.7
16.09.2002 12:00,3.2
16.10.2002 12:00,1.6
20.11.2002 12:00,3.0
18.12.2002 12:00,5.1
23.01.2003 12:00,11.1
18.02.2003 12:00,11.8
20.03.2003 12:00,12.1
16.04.2003 12:00,10.6
14.05.2003 12:00,9.5
12.06.2003 12:00,8.1
09.07.2003 12:00,6.7
13.08.2003 12:00,5.0
10.09.2003 12:00,3.3
15.10.2003 12:00,3.0
12.11.2003 12:00,3.7
09.12.2003 12:00,2.7
14.01.2004 12:00,10.5
18.02.2004 12:00,11.4
17.03.2004 12:00,11.2
15.04.2004 12:00,10.6
12.05.2004 12:00,9.8
09.06.2004 12:00,9.1
07.07.2004 12:00,7.1
11.08.2004 12:00,6.4
08.09.2004 12:00,4.8
13.10.2004 12:00,2.4
10.11.2004 12:00,2.5
13.01.2005 12:00,10.5
16.02.2005 12:00,11.8
16.03.2005 12:00,12.1
13.04.2005 12:00,11.7
18.05.2005 12:00,9.6
15.06.2005 12:00,8.6
13.07.2005 12:00,7.1
10.08.2005 12:00,5.5
14.09.2005 12:00,3.8
12.10.2005 12:00,3.0
09.11.2005 12:00,1.6
07.12.2005 12:00,4.0
11.01.2006 12:00,11.2
22.02.2006 12:00,12.1
22.03.2006 12:00,12.4
18.04.2006 12:00,11.4
11.05.2006 12:00,10.2
14.06.2006 12:00,9.4
12.07.2006 12:00,7.6
16.08.2006 12:00,4.6
13.09.2006 12:00,4.6
11.10.2006 12:00,3.9
15.11.2006 12:00,3.2
13.12.2006 12:00,2.5
17.01.2007 12:00,10.3
14.02.2007 12:00,11.3
14.03.2007 12:00,11.2
12.04.2007 12:00,10.7
10.05.2007 12:00,9.2
13.06.2007 12:00,7.2
11.07.2007 12:00,6.2
08.08.2007 12:00,5.1
12.09.2007 12:00,3.6
10.10.2007 12:00,1.4
07.11.2007 12:00,1.8
12.12.2007 12:00,10.6
23.01.2008 12:00,11.7
20.02.2008 12:00,12.0
19.03.2008 12:00,11.7
16.04.2008 12:00,11.0
21.05.2008 12:00,9.7
11.06.2008 12:00,8.4
09.07.2008 12:00,6.2
06.08.2008 12:00,5.2
10.09.2008 12:00,3.8
13.10.2008 12:00,3.1
12.11.2008 12:00,2.2
10.12.2008 12:00,8.1
21.01.2009 12:00,11.6
23.02.2009 12:00,11.9
18.03.2009 12:00,11.6
08.04.2009 12:00,10.9
13.05.2009 12:00,9.1
17.06.2009 12:00,8.3
22.07.2009 12:00,6.3
19.08.2009 12:00,4.9
16.09.2009 12:00,3.8
14.10.2009 12:00,3.2
11.11.2009 12:00,2.2
09.12.2009 12:00,2.7
13.01.2010 12:00,10.4
24.02.2010 12:00,11.5
17.03.2010 12:00,11.2
14.04.2010 12:00,11.2
19.05.2010 12:00,9.5
16.06.2010 12:00,7.9
14.07.2010 12:00,7.3
18.08.2010 12:00,6.3
15.09.2010 12:00,4.6
20.10.2010 12:00,3.1
17.11.2010 12:00,4.6
15.12.2010 12:00,5.5
12.01.2011 12:00,10.6
16.02.2011 12:00,11.1
16.03.2011 12:00,11.4
20.04.2011 12:00,10.7
18.05.2011 12:00,8.7
16.06.2011 12:00,7.4
13.07.2011 12:00,6.1
17.08.2011 12:00,5.0
14.09.2011 12:00,4.7
16.11.2011 12:00,1.6
