date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
19.07.1950 12:00,8.6
17.08.1950 12:00,9.7
19.10.1950 12:00,10.6
08.11.1950 12:00,7.8
07.12.1950 12:00,9.5
30.01.1951 12:00,9.1
27.02.1951 12:00,8.3
05.04.1951 12:00,10.7
30.04.1951 12:00,11.2
30.05.1951 12:00,12.3
29.06.1951 12:00,9.1
25.07.1951 12:00,11.5
10.09.1951 12:00,13.7
09.10.1951 12:00,10.3
12.11.1951 12:00,11.8
20.12.1951 12:00,14.1
05.03.1952 12:00,8.7
30.04.1952 12:00,14.4
20.05.1952 12:00,16.8
25.06.1952 12:00,10.5
22.07.1952 12:00,10.8
26.08.1952 12:00,9.4
23.10.1952 12:00,11.9
24.11.1952 12:00,7.5
30.12.1952 12:00,12.0
28.01.1953 12:00,11.5
24.02.1953 12:00,16.5
31.03.1953 12:00,11.5
23.04.1953 12:00,11.2
28.05.1953 12:00,12.9
30.06.1953 12:00,11.8
29.07.1953 12:00,10.0
26.08.1953 12:00,10.5
24.09.1953 12:00,10.7
21.10.1953 12:00,14.0
24.11.1953 12:00,7.8
22.12.1953 12:00,8.6
08.04.1954 12:00,11.9
25.06.1954 12:00,10.7
19.10.1954 12:00,12.0
23.11.1954 12:00,10.7
31.03.1955 12:00,10.4
28.06.1955 12:00,11.7
04.10.1955 12:00,10.1
04.04.1956 12:00,9.1
13.09.1956 12:00,9.4
16.10.1956 12:00,9.5
15.03.1957 12:00,9.9
30.07.1957 12:00,10.5
02.10.1957 12:00,8.0
31.10.1957 12:00,9.8
06.08.1958 12:00,10.7
06.11.1958 12:00,9.5
24.02.1959 12:00,9.6
03.06.1959 12:00,13.7
22.04.1960 12:00,13.3
31.05.1960 12:00,10.5
20.09.1960 12:00,9.2
20.04.1961 12:00,11.9
25.05.1961 12:00,9.9
27.09.1961 12:00,10.8
02.11.1961 12:00,8.2
07.05.1968 12:00,11.9
23.07.1968 12:00,10.6
23.09.1968 12:00,10.6
27.11.1968 12:00,8.6
15.01.1969 12:00,8.6
11.03.1969 12:00,9.6
27.05.1969 12:00,11.2
01.07.1969 12:00,11.2
24.09.1969 12:00,11.8
25.11.1969 12:00,7.6
18.02.1970 12:00,9.3
20.05.1970 12:00,20.7
08.09.1970 12:00,12.3
23.11.1970 12:00,9.7
23.02.1971 12:00,9.5
12.05.1971 12:00,18.6
18.08.1971 12:00,13.9
15.11.1971 12:00,8.9
15.03.1972 12:00,10.2
28.06.1972 12:00,11.4
26.09.1972 12:00,10.8
20.12.1972 12:00,10.4
20.03.1973 12:00,8.0
13.06.1973 12:00,10.6
17.10.1973 12:00,8.9
18.12.1973 12:00,7.9
28.02.1974 12:00,8.8
09.04.1974 12:00,0.0
08.07.1974 12:00,12.0
02.09.1974 12:00,11.3
27.11.1974 12:00,9.3
08.01.1975 12:00,8.7
24.02.1975 12:00,8.5
14.03.1975 12:00,10.1
22.04.1975 12:00,12.7
16.05.1975 12:00,13.6
10.06.1975 12:00,11.7
16.07.1975 12:00,15.8
27.11.1975 12:00,8.9
17.02.1976 12:00,8.3
26.02.1976 12:00,7.9
10.03.1976 12:00,7.7
20.04.1976 12:00,19.4
24.05.1976 12:00,10.5
30.06.1976 12:00,16.1
22.07.1976 12:00,10.2
24.08.1976 12:00,10.3
20.09.1976 12:00,11.2
28.10.1976 12:00,9.5
23.11.1976 12:00,9.3
27.12.1976 12:00,9.0
24.01.1977 12:00,8.8
24.02.1977 12:00,9.4
31.03.1977 12:00,9.6
28.04.1977 12:00,12.1
23.05.1977 12:00,11.1
28.06.1977 12:00,13.0
29.07.1977 12:00,11.9
30.08.1977 12:00,11.2
27.09.1977 12:00,11.3
27.10.1977 12:00,11.3
27.01.1978 12:00,7.8
27.02.1978 12:00,7.1
29.03.1978 12:00,8.5
26.04.1978 12:00,17.7
23.05.1978 12:00,15.1
27.06.1978 12:00,9.9
26.07.1978 12:00,14.5
25.08.1978 12:00,0.0
25.09.1978 12:00,10.1
27.10.1978 12:00,9.7
22.11.1978 12:00,9.6
28.12.1978 12:00,8.7
26.01.1979 12:00,7.3
23.02.1979 12:00,7.8
29.03.1979 12:00,9.9
27.04.1979 12:00,12.5
25.05.1979 12:00,11.6
26.06.1979 12:00,12.5
30.07.1979 12:00,11.4
31.08.1979 12:00,16.6
02.10.1979 12:00,7.4
30.10.1979 12:00,8.5
26.11.1979 12:00,8.7
14.12.1979 12:00,9.1
24.01.1980 12:00,8.5
25.02.1980 12:00,9.3
02.04.1980 12:00,11.5
29.04.1980 12:00,14.7
28.05.1980 12:00,10.8
03.07.1980 12:00,9.7
29.07.1980 12:00,21.1
28.08.1980 12:00,12.2
25.09.1980 12:00,12.2
29.10.1980 12:00,11.0
28.11.1980 12:00,9.5
23.12.1980 12:00,8.4
20.01.1981 12:00,8.1
25.02.1981 12:00,10.2
23.03.1981 12:00,9.9
30.04.1981 12:00,13.6
21.05.1981 12:00,14.8
01.06.1981 12:00,10.5
25.06.1981 12:00,9.8
28.07.1981 12:00,10.6
27.08.1981 12:00,11.9
30.09.1981 12:00,8.2
29.10.1981 12:00,8.8
27.11.1981 12:00,9.2
18.12.1981 12:00,8.7
