date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
19.07.1950 12:00,4.45
17.08.1950 12:00,4.4
19.10.1950 12:00,4.6
08.11.1950 12:00,4.4
07.12.1950 12:00,4.5
30.01.1951 12:00,4.4
27.02.1951 12:00,4.4
05.04.1951 12:00,4.4
30.04.1951 12:00,4.4
30.05.1951 12:00,4.4
29.06.1951 12:00,4.4
25.07.1951 12:00,4.4
10.09.1951 12:00,4.55
09.10.1951 12:00,4.5
12.11.1951 12:00,4.4
20.12.1951 12:00,4.4
05.03.1952 12:00,4.4
30.04.1952 12:00,4.4
20.05.1952 12:00,4.4
25.06.1952 12:00,4.4
22.07.1952 12:00,4.5
26.08.1952 12:00,4.5
23.10.1952 12:00,4.4
24.11.1952 12:00,4.4
30.12.1952 12:00,4.4
28.01.1953 12:00,4.4
24.02.1953 12:00,4.4
31.03.1953 12:00,4.45
23.04.1953 12:00,4.4
28.05.1953 12:00,4.5
30.06.1953 12:00,4.45
29.07.1953 12:00,4.4
26.08.1953 12:00,4.5
24.09.1953 12:00,4.45
21.10.1953 12:00,4.55
24.11.1953 12:00,4.4
22.12.1953 12:00,4.5
08.04.1954 12:00,4.31
25.06.1954 12:00,4.3
19.10.1954 12:00,4.5
23.11.1954 12:00,4.4
31.03.1955 12:00,4.4
28.06.1955 12:00,4.4
04.10.1955 12:00,4.4
04.04.1956 12:00,4.16
13.09.1956 12:00,4.3
16.10.1956 12:00,4.25
30.07.1957 12:00,4.2
02.10.1957 12:00,4.4
06.08.1958 12:00,4.4
06.11.1958 12:00,4.4
24.02.1959 12:00,4.4
03.06.1959 12:00,4.3
22.04.1960 12:00,4.4
31.05.1960 12:00,4.4
20.09.1960 12:00,4.5
20.04.1961 12:00,4.4
25.05.1961 12:00,4.3
27.09.1961 12:00,4.5
02.11.1961 12:00,4.34
07.05.1968 12:00,4.5
23.07.1968 12:00,4.6
23.09.1968 12:00,4.6
27.11.1968 12:00,4.5
15.01.1969 12:00,4.5
11.03.1969 12:00,4.5
27.05.1969 12:00,4.5
01.07.1969 12:00,4.5
24.09.1969 12:00,4.4
25.11.1969 12:00,4.45
18.02.1970 12:00,4.4
20.05.1970 12:00,4.3
08.09.1970 12:00,4.7
23.11.1970 12:00,4.4
23.02.1971 12:00,4.4
12.05.1971 12:00,4.2
18.08.1971 12:00,4.4
15.11.1971 12:00,4.9
15.03.1972 12:00,4.5
28.06.1972 12:00,4.8
26.09.1972 12:00,3.75
20.12.1972 12:00,4.9
20.03.1973 12:00,4.3
13.06.1973 12:00,4.3
17.10.1973 12:00,4.3
18.12.1973 12:00,4.3
28.02.1974 12:00,4.3
09.04.1974 12:00,4.4
08.07.1974 12:00,4.5
02.09.1974 12:00,4.75
27.11.1974 12:00,4.4
08.01.1975 12:00,4.3
24.02.1975 12:00,4.5
14.03.1975 12:00,4.4
22.04.1975 12:00,4.45
16.05.1975 12:00,4.4
10.06.1975 12:00,4.5
16.07.1975 12:00,4.6
27.11.1975 12:00,4.5
17.02.1976 12:00,4.5
26.02.1976 12:00,4.3
10.03.1976 12:00,4.4
20.04.1976 12:00,4.4
24.05.1976 12:00,4.5
30.06.1976 12:00,4.6
22.07.1976 12:00,4.5
24.08.1976 12:00,4.3
20.09.1976 12:00,4.5
28.10.1976 12:00,4.4
23.11.1976 12:00,4.4
27.12.1976 12:00,4.3
24.01.1977 12:00,4.4
24.02.1977 12:00,4.4
31.03.1977 12:00,4.4
28.04.1977 12:00,4.4
23.05.1977 12:00,4.5
28.06.1977 12:00,4.5
29.07.1977 12:00,4.5
30.08.1977 12:00,4.5
27.09.1977 12:00,4.5
27.10.1977 12:00,4.5
27.01.1978 12:00,4.6
27.02.1978 12:00,4.5
29.03.1978 12:00,4.5
26.04.1978 12:00,4.5
23.05.1978 12:00,4.5
27.06.1978 12:00,4.5
26.07.1978 12:00,4.5
25.08.1978 12:00,4.6
25.09.1978 12:00,4.6
27.10.1978 12:00,4.5
22.11.1978 12:00,4.5
28.12.1978 12:00,4.5
26.01.1979 12:00,4.5
23.02.1979 12:00,4.4
29.03.1979 12:00,4.4
27.04.1979 12:00,4.4
25.05.1979 12:00,4.4
26.06.1979 12:00,4.5
30.07.1979 12:00,4.5
31.08.1979 12:00,4.5
02.10.1979 12:00,4.5
30.10.1979 12:00,4.4
26.11.1979 12:00,4.4
14.12.1979 12:00,4.5
24.01.1980 12:00,4.5
25.02.1980 12:00,4.5
02.04.1980 12:00,4.4
29.04.1980 12:00,4.4
28.05.1980 12:00,4.4
03.07.1980 12:00,4.5
29.07.1980 12:00,4.4
28.08.1980 12:00,4.5
25.09.1980 12:00,4.5
29.10.1980 12:00,4.5
28.11.1980 12:00,4.5
23.12.1980 12:00,4.4
20.01.1981 12:00,4.4
25.02.1981 12:00,4.4
23.03.1981 12:00,4.4
30.04.1981 12:00,4.4
21.05.1981 12:00,4.5
01.06.1981 12:00,4.45
25.06.1981 12:00,4.5
28.07.1981 12:00,4.5
27.08.1981 12:00,4.5
30.09.1981 12:00,4.45
29.10.1981 12:00,4.5
27.11.1981 12:00,4.45
18.12.1981 12:00,4.5
05.03.1982 12:00,4.2
23.03.1982 12:00,4.35
21.04.1982 12:00,4.4
19.05.1982 12:00,4.5
24.06.1982 12:00,4.57
28.07.1982 12:00,4.5
31.08.1982 12:00,4.5
23.09.1982 12:00,4.47
28.10.1982 12:00,4.47
17.11.1982 12:00,4.4
23.12.1982 12:00,4.43
26.01.1983 12:00,4.43
24.02.1983 12:00,4.4
15.03.1983 12:00,4.43
25.04.1983 12:00,4.5
25.05.1983 12:00,4.4
23.06.1983 12:00,4.5
27.07.1983 12:00,4.6
31.08.1983 12:00,4.4
23.09.1983 12:00,4.5
25.10.1983 12:00,4.5
24.11.1983 12:00,4.5
20.12.1983 12:00,4.5
23.02.1984 12:00,4.5
20.03.1984 12:00,4.5
01.05.1984 12:00,4.5
23.05.1984 12:00,4.5
26.06.1984 12:00,4.5
26.07.1984 12:00,4.5
28.08.1984 12:00,4.5
27.09.1984 12:00,4.5
23.10.1984 12:00,4.53
27.11.1984 12:00,4.53
27.12.1984 12:00,4.57
23.01.1985 12:00,4.57
25.02.1985 12:00,4.6
29.03.1985 12:00,4.6
22.04.1985 12:00,4.47
28.05.1985 12:00,4.47
27.06.1985 12:00,4.4
31.07.1985 12:00,4.43
28.08.1985 12:00,4.43
27.09.1985 12:00,4.43
24.10.1985 12:00,4.47
25.11.1985 12:00,4.43
20.12.1985 12:00,4.43
28.01.1986 12:00,4.43
06.03.1986 12:00,4.37
27.03.1986 12:00,4.37
30.04.1986 12:00,4.4
07.06.1986 12:00,4.4
26.06.1986 12:00,4.4
29.07.1986 12:00,4.37
26.08.1986 12:00,4.37
30.09.1986 12:00,4.37
30.04.1987 12:00,4.3
25.05.1987 12:00,4.3
30.06.1987 12:00,4.3
31.07.1987 12:00,4.4
27.08.1987 12:00,4.33
25.09.1987 12:00,4.4
29.10.1987 12:00,4.37
26.11.1987 12:00,4.33
17.12.1987 12:00,4.33
25.01.1988 12:00,4.33
23.02.1988 12:00,4.37
30.03.1988 12:00,4.37
25.04.1988 12:00,4.33
31.05.1988 12:00,4.3
29.06.1988 12:00,4.3
27.07.1988 12:00,4.3
23.08.1988 12:00,4.33
28.09.1988 12:00,4.33
