date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
19.07.1950 12:00,8.2
17.08.1950 12:00,9.8
19.10.1950 12:00,14.4
08.11.1950 12:00,17.6
07.12.1950 12:00,18.2
30.04.1951 12:00,9.9
30.05.1951 12:00,10.6
29.06.1951 12:00,7.4
25.07.1951 12:00,9.3
10.09.1951 12:00,10.1
09.10.1951 12:00,15.7
12.11.1951 12:00,21.7
20.12.1951 12:00,47.7
30.04.1952 12:00,6.2
20.05.1952 12:00,5.2
25.06.1952 12:00,7.1
22.07.1952 12:00,10.9
26.08.1952 12:00,11.5
23.10.1952 12:00,14.3
24.11.1952 12:00,24.2
28.01.1953 12:00,190.0
24.02.1953 12:00,190.0
23.04.1953 12:00,4.5
28.05.1953 12:00,9.5
30.06.1953 12:00,8.2
29.07.1953 12:00,6.9
26.08.1953 12:00,9.5
24.09.1953 12:00,10.3
21.10.1953 12:00,12.0
24.11.1953 12:00,17.6
22.12.1953 12:00,23.8
25.06.1954 12:00,6.1
19.10.1954 12:00,17.5
23.11.1954 12:00,17.6
28.06.1955 12:00,6.5
04.10.1955 12:00,12.2
13.09.1956 12:00,11.5
16.10.1956 12:00,11.9
30.07.1957 12:00,10.1
02.10.1957 12:00,14.0
06.08.1958 12:00,7.7
06.11.1958 12:00,18.3
03.06.1959 12:00,6.8
22.04.1960 12:00,8.3
31.05.1960 12:00,9.7
20.09.1960 12:00,12.5
20.04.1961 12:00,9.0
25.05.1961 12:00,14.2
27.09.1961 12:00,10.9
02.11.1961 12:00,16.6
23.07.1968 12:00,8.5
23.09.1968 12:00,12.0
27.11.1968 12:00,22.8
27.05.1969 12:00,9.2
01.07.1969 12:00,10.7
24.09.1969 12:00,10.6
25.11.1969 12:00,21.7
18.02.1970 12:00,190.0
20.05.1970 12:00,7.3
23.11.1970 12:00,18.0
23.02.1971 12:00,190.0
12.05.1971 12:00,3.7
18.08.1971 12:00,8.3
15.11.1971 12:00,17.4
28.06.1972 12:00,6.9
26.09.1972 12:00,13.8
20.12.1972 12:00,33.4
13.06.1973 12:00,7.2
17.10.1973 12:00,14.3
09.04.1974 12:00,7.7
08.07.1974 12:00,8.9
02.09.1974 12:00,11.1
27.11.1974 12:00,24.8
08.01.1975 12:00,64.1
14.03.1975 12:00,6.5
22.04.1975 12:00,8.3
16.05.1975 12:00,6.6
10.06.1975 12:00,9.9
16.07.1975 12:00,8.7
27.11.1975 12:00,18.1
20.04.1976 12:00,4.8
24.05.1976 12:00,10.6
30.06.1976 12:00,6.9
22.07.1976 12:00,8.5
24.08.1976 12:00,11.0
20.09.1976 12:00,13.5
28.10.1976 12:00,14.8
23.11.1976 12:00,17.8
28.04.1977 12:00,3.7
23.05.1977 12:00,12.4
28.06.1977 12:00,8.3
29.07.1977 12:00,8.9
30.08.1977 12:00,11.7
27.09.1977 12:00,12.0
27.10.1977 12:00,15.2
29.03.1978 12:00,3.5
26.04.1978 12:00,2.8
23.05.1978 12:00,9.8
27.06.1978 12:00,8.8
26.07.1978 12:00,7.9
25.09.1978 12:00,11.3
27.10.1978 12:00,14.2
22.11.1978 12:00,0.0
28.12.1978 12:00,40.0
27.04.1979 12:00,19.8
25.05.1979 12:00,7.6
26.06.1979 12:00,7.0
30.07.1979 12:00,7.3
31.08.1979 12:00,9.3
02.10.1979 12:00,12.5
30.10.1979 12:00,16.0
26.11.1979 12:00,24.8
14.12.1979 12:00,26.0
02.04.1980 12:00,14.3
29.04.1980 12:00,4.6
28.05.1980 12:00,5.5
03.07.1980 12:00,11.0
29.07.1980 12:00,5.1
28.08.1980 12:00,9.1
25.09.1980 12:00,11.4
29.10.1980 12:00,17.0
28.11.1980 12:00,24.2
25.02.1981 12:00,190.0
30.04.1981 12:00,10.0
21.05.1981 12:00,5.1
01.06.1981 12:00,6.0
25.06.1981 12:00,7.3
28.07.1981 12:00,11.0
27.08.1981 12:00,9.2
30.09.1981 12:00,13.9
29.10.1981 12:00,17.5
27.11.1981 12:00,17.6
18.12.1981 12:00,52.9
21.04.1982 12:00,12.6
19.05.1982 12:00,2.2
24.06.1982 12:00,8.2
28.07.1982 12:00,9.9
31.08.1982 12:00,10.9
23.09.1982 12:00,10.8
28.10.1982 12:00,17.0
17.11.1982 12:00,20.7
23.12.1982 12:00,46.6
15.03.1983 12:00,3.5
25.04.1983 12:00,11.3
25.05.1983 12:00,16.0
23.06.1983 12:00,7.8
27.07.1983 12:00,7.5
31.08.1983 12:00,9.2
23.09.1983 12:00,12.3
25.10.1983 12:00,13.2
24.11.1983 12:00,24.8
20.12.1983 12:00,49.7
01.05.1984 12:00,12.0
23.05.1984 12:00,18.6
26.06.1984 12:00,6.3
26.07.1984 12:00,8.8
28.08.1984 12:00,10.8
27.09.1984 12:00,13.1
23.10.1984 12:00,16.0
27.11.1984 12:00,21.8
27.12.1984 12:00,34.0
