date (yyyy-mm-dd HH:MM:SS),surface temperature [°C]
19.07.1950 12:00,23.4
17.08.1950 12:00,21.2
19.10.1950 12:00,15.7
08.11.1950 12:00,10.5
07.12.1950 12:00,7.3
30.01.1951 12:00,4.4
27.02.1951 12:00,4.5
05.04.1951 12:00,5.2
30.04.1951 12:00,8.7
30.05.1951 12:00,13.8
29.06.1951 12:00,18.3
25.07.1951 12:00,23.2
10.09.1951 12:00,20.7
09.10.1951 12:00,15.8
12.11.1951 12:00,9.2
20.12.1951 12:00,5.9
05.03.1952 12:00,4.6
30.04.1952 12:00,11.6
20.05.1952 12:00,16.8
25.06.1952 12:00,20.5
22.07.1952 12:00,23.4
26.08.1952 12:00,20.6
23.10.1952 12:00,12.5
24.11.1952 12:00,6.8
30.12.1952 12:00,4.7
28.01.1953 12:00,3.0
24.02.1953 12:00,2.5
31.03.1953 12:00,4.8
23.04.1953 12:00,11.0
28.05.1953 12:00,16.6
30.06.1953 12:00,19.4
29.07.1953 12:00,23.3
26.08.1953 12:00,20.9
24.09.1953 12:00,17.8
21.10.1953 12:00,15.3
24.11.1953 12:00,8.8
22.12.1953 12:00,6.6
08.04.1954 12:00,4.8
25.06.1954 12:00,19.4
19.10.1954 12:00,15.0
23.11.1954 12:00,9.4
31.03.1955 12:00,4.2
28.06.1955 12:00,20.5
04.10.1955 12:00,15.4
04.04.1956 12:00,4.4
13.09.1956 12:00,17.8
16.10.1956 12:00,13.2
15.03.1957 12:00,4.4
30.07.1957 12:00,17.8
02.10.1957 12:00,15.2
31.10.1957 12:00,12.0
06.08.1958 12:00,23.0
06.11.1958 12:00,10.6
24.02.1959 12:00,4.4
03.06.1959 12:00,19.6
22.04.1960 12:00,10.4
31.05.1960 12:00,16.7
20.09.1960 12:00,15.8
20.04.1961 12:00,11.9
25.05.1961 12:00,12.8
27.09.1961 12:00,19.4
02.11.1961 12:00,12.4
23.07.1968 12:00,20.0
23.09.1968 12:00,17.8
27.11.1968 12:00,8.2
15.01.1969 12:00,4.3
11.03.1969 12:00,4.0
27.05.1969 12:00,12.2
01.07.1969 12:00,18.8
24.09.1969 12:00,18.0
25.11.1969 12:00,9.1
18.02.1970 12:00,3.2
20.05.1970 12:00,11.7
23.11.1970 12:00,8.8
23.02.1971 12:00,2.8
12.05.1971 12:00,15.8
18.08.1971 12:00,25.2
15.11.1971 12:00,10.5
15.03.1972 12:00,4.8
28.06.1972 12:00,19.4
26.09.1972 12:00,14.6
20.12.1972 12:00,6.8
20.03.1973 12:00,4.5
13.06.1973 12:00,20.1
17.10.1973 12:00,13.6
18.12.1973 12:00,5.1
28.02.1974 12:00,4.0
09.04.1974 12:00,10.9
08.07.1974 12:00,20.4
02.09.1974 12:00,20.6
27.11.1974 12:00,7.1
08.01.1975 12:00,5.3
24.02.1975 12:00,4.7
14.03.1975 12:00,5.5
22.04.1975 12:00,9.3
16.05.1975 12:00,15.1
10.06.1975 12:00,16.7
16.07.1975 12:00,23.2
27.11.1975 12:00,8.3
17.02.1976 12:00,4.8
26.02.1976 12:00,4.4
10.03.1976 12:00,4.4
20.04.1976 12:00,12.8
24.05.1976 12:00,14.7
30.06.1976 12:00,25.8
22.07.1976 12:00,21.1
24.08.1976 12:00,20.8
20.09.1976 12:00,16.2
28.10.1976 12:00,13.5
23.11.1976 12:00,8.7
27.12.1976 12:00,5.0
24.01.1977 12:00,4.2
24.02.1977 12:00,4.6
31.03.1977 12:00,5.3
28.04.1977 12:00,8.1
23.05.1977 12:00,12.4
28.06.1977 12:00,19.0
29.07.1977 12:00,20.5
30.08.1977 12:00,19.1
27.09.1977 12:00,15.4
27.10.1977 12:00,13.6
27.01.1978 12:00,5.0
27.02.1978 12:00,4.6
29.03.1978 12:00,6.5
26.04.1978 12:00,11.1
23.05.1978 12:00,11.0
27.06.1978 12:00,14.3
26.07.1978 12:00,22.2
25.09.1978 12:00,18.3
27.10.1978 12:00,12.3
22.11.1978 12:00,7.8
28.12.1978 12:00,5.4
26.01.1979 12:00,4.2
23.02.1979 12:00,4.1
29.03.1979 12:00,5.4
27.04.1979 12:00,7.1
25.05.1979 12:00,11.8
26.06.1979 12:00,21.3
30.07.1979 12:00,23.4
31.08.1979 12:00,19.8
02.10.1979 12:00,15.4
30.10.1979 12:00,12.6
26.11.1979 12:00,8.3
14.12.1979 12:00,7.4
24.01.1980 12:00,4.7
25.02.1980 12:00,5.1
02.04.1980 12:00,5.7
29.04.1980 12:00,8.0
28.05.1980 12:00,15.0
03.07.1980 12:00,14.9
29.07.1980 12:00,22.4
28.08.1980 12:00,20.5
25.09.1980 12:00,18.7
29.10.1980 12:00,12.1
28.11.1980 12:00,7.4
23.12.1980 12:00,4.9
20.01.1981 12:00,3.9
25.02.1981 12:00,2.7
23.03.1981 12:00,4.9
30.04.1981 12:00,8.4
21.05.1981 12:00,14.9
01.06.1981 12:00,16.9
25.06.1981 12:00,17.1
28.07.1981 12:00,17.3
27.08.1981 12:00,19.7
30.09.1981 12:00,15.1
29.10.1981 12:00,11.5
27.11.1981 12:00,8.1
18.12.1981 12:00,5.5
05.03.1982 12:00,4.0
23.03.1982 12:00,4.4
21.04.1982 12:00,7.8
19.05.1982 12:00,19.1
24.06.1982 12:00,19.0
28.07.1982 12:00,20.1
31.08.1982 12:00,19.5
23.09.1982 12:00,19.1
28.10.1982 12:00,12.7
17.11.1982 12:00,8.6
23.12.1982 12:00,6.1
26.01.1983 12:00,5.1
24.02.1983 12:00,4.2
15.03.1983 12:00,5.9
25.04.1983 12:00,7.6
25.05.1983 12:00,10.8
23.06.1983 12:00,17.9
27.07.1983 12:00,25.3
31.08.1983 12:00,22.6
23.09.1983 12:00,17.7
25.10.1983 12:00,13.7
24.11.1983 12:00,8.5
20.12.1983 12:00,5.8
23.02.1984 12:00,4.3
20.03.1984 12:00,5.0
01.05.1984 12:00,9.2
23.05.1984 12:00,11.6
26.06.1984 12:00,18.9
26.07.1984 12:00,19.9
28.08.1984 12:00,19.5
27.09.1984 12:00,15.3
23.10.1984 12:00,13.6
27.11.1984 12:00,9.5
27.12.1984 12:00,6.9
23.01.1985 12:00,4.1
25.02.1985 12:00,2.7
29.03.1985 12:00,4.2
22.04.1985 12:00,5.9
28.05.1985 12:00,17.8
27.06.1985 12:00,16.6
31.07.1985 12:00,22.3
28.08.1985 12:00,19.6
27.09.1985 12:00,19.2
24.10.1985 12:00,14.0
25.11.1985 12:00,6.8
20.12.1985 12:00,5.7
28.01.1986 12:00,4.0
06.03.1986 12:00,2.0
27.03.1986 12:00,3.5
30.04.1986 12:00,6.1
07.06.1986 12:00,11.6
26.06.1986 12:00,21.8
29.07.1986 12:00,23.6
26.08.1986 12:00,20.5
30.09.1986 12:00,17.1
30.04.1987 12:00,13.8
25.05.1987 12:00,13.0
30.06.1987 12:00,19.7
31.07.1987 12:00,19.5
27.08.1987 12:00,19.7
25.09.1987 12:00,20.7
29.10.1987 12:00,12.0
26.11.1987 12:00,8.5
17.12.1987 12:00,6.6
25.01.1988 12:00,5.3
23.02.1988 12:00,4.7
30.03.1988 12:00,5.0
25.04.1988 12:00,9.2
31.05.1988 12:00,16.7
29.06.1988 12:00,21.2
27.07.1988 12:00,23.9
23.08.1988 12:00,21.3
28.09.1988 12:00,18.1
28.10.1988 12:00,13.8
24.11.1988 12:00,8.4
21.12.1988 12:00,5.8
25.01.1989 12:00,4.7
02.03.1989 12:00,4.6
29.03.1989 12:00,9.7
27.04.1989 12:00,8.3
30.05.1989 12:00,18.0
29.06.1989 12:00,20.5
26.07.1989 12:00,22.3
12.09.1989 12:00,18.7
04.10.1989 12:00,16.0
02.11.1989 12:00,13.5
28.11.1989 12:00,8.3
27.12.1989 12:00,5.6
22.01.1990 12:00,4.6
26.02.1990 12:00,6.1
07.03.1990 12:00,5.4
11.04.1990 12:00,6.8
18.06.1990 12:00,18.4
17.07.1990 12:00,21.8
27.08.1990 12:00,21.9
28.09.1990 12:00,16.9
05.11.1990 12:00,11.5
22.11.1990 12:00,9.6
19.12.1990 12:00,5.5
16.01.1991 12:00,4.8
26.02.1991 12:00,4.3
26.03.1991 12:00,6.1
30.04.1991 12:00,8.9
28.05.1991 12:00,14.0
01.07.1991 12:00,17.8
25.07.1991 12:00,22.3
16.08.1991 12:00,23.5
17.09.1991 12:00,20.7
28.10.1991 12:00,12.5
27.11.1991 12:00,7.8
19.12.1991 12:00,5.5
15.01.1992 12:00,4.4
25.02.1992 12:00,3.7
19.03.1992 12:00,5.0
13.04.1992 12:00,6.7
25.05.1992 12:00,19.4
09.07.1992 12:00,19.8
29.07.1992 12:00,22.6
27.08.1992 12:00,23.1
28.09.1992 12:00,18.0
25.11.1992 12:00,8.6
22.12.1992 12:00,6.5
29.01.1993 12:00,4.8
23.02.1993 12:00,4.1
25.05.1993 12:00,17.4
18.06.1993 12:00,18.8
13.07.1993 12:00,18.3
26.08.1993 12:00,20.4
07.10.1993 12:00,14.9
27.10.1993 12:00,11.9
29.11.1993 12:00,6.8
27.12.1993 12:00,5.3
24.01.1994 12:00,4.9
21.02.1994 12:00,4.7
30.03.1994 12:00,8.2
03.05.1994 12:00,13.9
31.05.1994 12:00,14.4
26.07.1994 12:00,23.6
30.08.1994 12:00,22.2
28.09.1994 12:00,17.4
25.11.1994 12:00,11.1
02.02.1995 12:00,5.2
24.03.1995 12:00,6.0
11.04.1995 12:00,8.4
13.06.1995 12:00,14.9
18.07.1995 12:00,22.2
10.08.1995 12:00,22.2
19.09.1995 12:00,16.8
23.10.1995 12:00,15.3
30.11.1995 12:00,8.9
16.01.1996 12:00,5.3
28.02.1996 12:00,4.5
