date (yyyy-mm-dd HH:MM:SS),Schmidt stability [J/m2]
19.07.1950 12:00,12529.05612684183
17.08.1950 12:00,12277.775484877184
19.10.1950 12:00,7646.957644016857
08.11.1950 12:00,3063.6603342325834
07.12.1950 12:00,894.1179333916116
30.01.1951 12:00,-3.4870357733452693
27.02.1951 12:00,4.012118637911044
05.04.1951 12:00,68.97356101905461
30.04.1951 12:00,1043.7901633552683
30.05.1951 12:00,4186.616929979369
29.06.1951 12:00,7129.48843380624
25.07.1951 12:00,11635.264642780192
10.09.1951 12:00,11225.156005913122
09.10.1951 12:00,8245.106590135973
12.11.1951 12:00,2204.4791774566693
20.12.1951 12:00,482.7991118862992
05.03.1952 12:00,14.01392637041863
30.04.1952 12:00,1572.4977901227248
20.05.1952 12:00,3411.5304229728354
25.06.1952 12:00,8253.799443076845
22.07.1952 12:00,14104.204027478594
26.08.1952 12:00,11876.672934892598
23.10.1952 12:00,4263.7124529614375
24.11.1952 12:00,770.3313102371467
30.12.1952 12:00,51.320833774632774
28.01.1953 12:00,30.84804980957415
24.02.1953 12:00,76.34285333182197
31.03.1953 12:00,25.699926068478817
23.04.1953 12:00,1200.4473788457399
28.05.1953 12:00,5770.4778287951085
30.06.1953 12:00,7017.116950599619
29.07.1953 12:00,11047.543012379214
26.08.1953 12:00,10844.157367168471
24.09.1953 12:00,7865.349698925411
21.10.1953 12:00,5763.388362216145
24.11.1953 12:00,1661.7218564165232
22.12.1953 12:00,573.7840936017637
08.04.1954 12:00,51.00305042312539
25.06.1954 12:00,6397.702473803709
19.10.1954 12:00,6122.980542402849
23.11.1954 12:00,2119.1690273502318
31.03.1955 12:00,-8.226831265958026
28.06.1955 12:00,8447.8451344059
04.10.1955 12:00,6380.361155111765
04.04.1956 12:00,2.917684083509812
13.09.1956 12:00,8070.716301249859
16.10.1956 12:00,4243.564716249304
30.07.1957 12:00,8184.65904918148
02.10.1957 12:00,7065.448174138102
06.08.1958 12:00,11665.91869915371
06.11.1958 12:00,3416.975686133228
24.02.1959 12:00,-19.171737902448513
03.06.1959 12:00,6392.419448424416
22.04.1960 12:00,1542.6181597191317
31.05.1960 12:00,7901.942595214132
20.09.1960 12:00,8174.516968156229
20.04.1961 12:00,2338.969760763779
25.05.1961 12:00,4580.020755205007
27.09.1961 12:00,12384.775251220457
02.11.1961 12:00,5469.634972444204
23.07.1968 12:00,9368.070170920717
23.09.1968 12:00,8172.473765234838
27.11.1968 12:00,1661.0981455468755
15.01.1969 12:00,-2.398139645327319
11.03.1969 12:00,-35.97523850852667
27.05.1969 12:00,2046.2574428739208
01.07.1969 12:00,7687.022246302124
24.09.1969 12:00,8841.010878880057
25.11.1969 12:00,2062.966726577808
18.02.1970 12:00,5.821753923664801
20.05.1970 12:00,1856.727971944183
23.11.1970 12:00,1698.1708096827788
23.02.1971 12:00,51.3728523835307
12.05.1971 12:00,2492.9118887336153
18.08.1971 12:00,13360.639592604955
15.11.1971 12:00,2880.2738424304043
15.03.1972 12:00,11.160092650930892
28.06.1972 12:00,6730.007889080531
26.09.1972 12:00,6624.731454346009
20.12.1972 12:00,749.196630168437
20.03.1973 12:00,-6.436300859484618
13.06.1973 12:00,8870.1364761659
17.10.1973 12:00,5607.3110504842425
18.12.1973 12:00,151.29678439099735
28.02.1974 12:00,-11.348570839199965
09.04.1974 12:00,1501.8537413648737
08.07.1974 12:00,9611.76433672664
02.09.1974 12:00,11543.450180125126
27.11.1974 12:00,949.501582183264
08.01.1975 12:00,225.954195886221
24.02.1975 12:00,28.650689182821225
14.03.1975 12:00,96.71377101948019
22.04.1975 12:00,1040.5086481321487
16.05.1975 12:00,4232.275939395957
10.06.1975 12:00,5481.255166138191
16.07.1975 12:00,11393.705116409717
27.11.1975 12:00,1451.8938302379283
17.02.1976 12:00,51.7797732958752
26.02.1976 12:00,-8.938215805846994
10.03.1976 12:00,-14.210080380202271
20.04.1976 12:00,1526.4766056233493
24.05.1976 12:00,4091.4957033195715
30.06.1976 12:00,9368.166994413037
22.07.1976 12:00,10351.49258701225
24.08.1976 12:00,11308.491725461843
20.09.1976 12:00,7924.734072933923
28.10.1976 12:00,5340.681473913093
23.11.1976 12:00,1657.5756135856209
27.12.1976 12:00,172.30750011030977
24.01.1977 12:00,-17.535771828726865
24.02.1977 12:00,1.2784539948916063
31.03.1977 12:00,150.64314918254968
28.04.1977 12:00,544.6536732533714
23.05.1977 12:00,3257.505955729186
28.06.1977 12:00,7797.836540096458
29.07.1977 12:00,10721.253976720396
30.08.1977 12:00,10547.157561412558
27.09.1977 12:00,6493.299235391449
27.10.1977 12:00,4931.75690282755
27.01.1978 12:00,38.16873515506086
27.02.1978 12:00,-0.06068311909257318
29.03.1978 12:00,139.67207261269868
26.04.1978 12:00,901.0107250539768
23.05.1978 12:00,2651.956365373935
27.06.1978 12:00,4845.687280710805
26.07.1978 12:00,9641.168478347954
25.09.1978 12:00,8484.935787730294
27.10.1978 12:00,4308.4496556126
22.11.1978 12:00,2005.9522831887189
28.12.1978 12:00,285.31858117414595
26.01.1979 12:00,-13.419097042624344
23.02.1979 12:00,-11.330293664359488
29.03.1979 12:00,126.78350773861166
27.04.1979 12:00,744.1782953099755
25.05.1979 12:00,1821.9622115998936
26.06.1979 12:00,8516.04334888516
30.07.1979 12:00,11002.168405744258
31.08.1979 12:00,9385.020090078015
02.10.1979 12:00,7136.811364487763
30.10.1979 12:00,4817.196715575134
26.11.1979 12:00,1636.3360570551304
14.12.1979 12:00,1098.7441333877105
24.01.1980 12:00,13.56844729443037
25.02.1980 12:00,17.43556356525005
02.04.1980 12:00,161.58030901511665
29.04.1980 12:00,678.8165759847907
28.05.1980 12:00,3585.640417297691
03.07.1980 12:00,5305.251406581159
29.07.1980 12:00,8567.796491204193
28.08.1980 12:00,9934.61540843268
25.09.1980 12:00,9632.684192103345
29.10.1980 12:00,4115.173664647173
28.11.1980 12:00,1092.7034797081906
23.12.1980 12:00,90.23189101123717
20.01.1981 12:00,-25.70345984271262
25.02.1981 12:00,109.75151729898062
23.03.1981 12:00,-4.140593626187183
30.04.1981 12:00,967.0337598597107
21.05.1981 12:00,2954.857575692953
01.06.1981 12:00,4202.117223251649
25.06.1981 12:00,6298.434811133793
28.07.1981 12:00,7912.510634254217
27.08.1981 12:00,9468.331613672442
30.09.1981 12:00,7175.443107350884
29.10.1981 12:00,3843.752428995929
27.11.1981 12:00,1340.0898180539152
18.12.1981 12:00,280.4064252183489
05.03.1982 12:00,-13.441934153910552
23.03.1982 12:00,-3.643128624484234
21.04.1982 12:00,779.847027860902
19.05.1982 12:00,3486.668957167789
24.06.1982 12:00,7819.074448014635
28.07.1982 12:00,10768.363213781395
31.08.1982 12:00,10939.222548391797
23.09.1982 12:00,9841.609453782605
28.10.1982 12:00,5138.1283677840165
17.11.1982 12:00,1779.5712051888404
23.12.1982 12:00,642.5494236574232
26.01.1983 12:00,128.95653772273363
24.02.1983 12:00,-22.243962558102794
15.03.1983 12:00,70.92172295891942
25.04.1983 12:00,663.5621620314378
25.05.1983 12:00,2862.3841263944923
23.06.1983 12:00,7595.259826498474
27.07.1983 12:00,15015.8808578047
31.08.1983 12:00,13443.313124349585
23.09.1983 12:00,9777.665466836665
25.10.1983 12:00,5534.555853412505
24.11.1983 12:00,1997.3873652848597
20.12.1983 12:00,389.29204389547886
23.02.1984 12:00,-32.2710308689675
20.03.1984 12:00,18.983583853132586
01.05.1984 12:00,1358.5852035568278
23.05.1984 12:00,2940.525465282164
26.06.1984 12:00,6437.088699027914
26.07.1984 12:00,10078.059138865337
28.08.1984 12:00,10747.765311735693
27.09.1984 12:00,7143.755453543872
23.10.1984 12:00,5808.185285751726
27.11.1984 12:00,2531.8106638165373
27.12.1984 12:00,1001.3503917493908
23.01.1985 12:00,-26.12750235609201
25.02.1985 12:00,7.684946567325824
29.03.1985 12:00,-30.479669765529252
22.04.1985 12:00,218.69329375308735
28.05.1985 12:00,3790.8995452283907
27.06.1985 12:00,5959.417589524601
31.07.1985 12:00,10144.491260450228
28.08.1985 12:00,9539.42911831279
27.09.1985 12:00,8976.472147327746
24.10.1985 12:00,5528.43482080703
25.11.1985 12:00,858.3372870513413
20.12.1985 12:00,395.54866286716424
28.01.1986 12:00,-11.722759958007373
06.03.1986 12:00,248.62000064392123
27.03.1986 12:00,0.7880601401302556
30.04.1986 12:00,196.60956651414745
07.06.1986 12:00,2156.4551080173987
26.06.1986 12:00,7625.888522674228
29.07.1986 12:00,8952.697788384135
26.08.1986 12:00,9044.479292769309
30.09.1986 12:00,7460.821200507085
30.04.1987 12:00,1167.7124334893124
25.05.1987 12:00,2095.28277619676
30.06.1987 12:00,5850.709180153493
31.07.1987 12:00,7722.48623116083
27.08.1987 12:00,9205.985943010828
25.09.1987 12:00,9866.882779885407
29.10.1987 12:00,4040.3896942430238
26.11.1987 12:00,1781.401371695374
17.12.1987 12:00,689.9222768454747
25.01.1988 12:00,209.80431815825796
23.02.1988 12:00,61.52390349776033
