date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
12.09.1941 12:00,7.0
07.10.1941 12:00,7.0
10.11.1941 12:00,14.5
22.04.1942 12:00,5.3
18.05.1942 12:00,2.5
12.06.1942 12:00,5.5
08.07.1942 12:00,5.8
24.08.1942 12:00,7.0
01.10.1942 12:00,6.7
09.09.1947 12:00,7.2
24.06.1948 12:00,6.4
30.03.1949 12:00,3.5
20.04.1949 12:00,1.8
31.05.1949 12:00,4.0
08.07.1949 12:00,5.6
20.07.1949 12:00,6.0
26.08.1949 12:00,6.0
22.09.1949 12:00,8.6
04.11.1949 12:00,11.7
08.12.1949 12:00,17.2
14.04.1950 12:00,9.3
10.05.1950 12:00,3.6
12.06.1950 12:00,5.1
12.07.1950 12:00,5.7
09.08.1950 12:00,5.7
06.09.1950 12:00,6.0
05.10.1950 12:00,8.6
06.11.1950 12:00,12.0
11.09.1952 12:00,8.6
22.01.1953 12:00,34.0
27.03.1953 12:00,1.3
17.04.1953 12:00,6.8
26.05.1953 12:00,1.3
23.06.1953 12:00,5.1
27.07.1953 12:00,4.6
25.08.1953 12:00,6.1
21.09.1953 12:00,6.9
20.10.1953 12:00,8.3
18.11.1953 12:00,8.6
14.12.1953 12:00,17.5
08.02.1954 12:00,34.0
22.04.1954 12:00,3.6
17.05.1954 12:00,4.5
14.06.1954 12:00,5.0
21.07.1954 12:00,6.5
26.08.1954 12:00,8.6
15.09.1954 12:00,7.7
19.10.1954 12:00,10.8
22.11.1954 12:00,12.5
18.07.1955 12:00,6.1
19.09.1955 12:00,8.6
17.02.1956 12:00,34.0
25.04.1956 12:00,2.5
17.05.1956 12:00,3.6
12.06.1956 12:00,6.0
04.07.1956 12:00,6.1
07.08.1956 12:00,6.6
12.09.1956 12:00,7.1
12.10.1956 12:00,8.6
08.11.1956 12:00,11.0
18.04.1958 12:00,1.3
20.05.1958 12:00,3.2
17.06.1958 12:00,4.7
16.07.1958 12:00,4.8
15.08.1958 12:00,1.9
23.09.1958 12:00,14.3
28.10.1958 12:00,22.0
25.11.1958 12:00,27.0
24.03.1959 12:00,1.8
28.04.1959 12:00,3.3
21.05.1959 12:00,2.4
16.06.1959 12:00,1.9
14.07.1959 12:00,2.8
12.08.1959 12:00,3.3
10.09.1959 12:00,16.8
20.10.1959 12:00,27.2
18.11.1959 12:00,31.5
07.04.1960 12:00,1.8
05.05.1960 12:00,3.3
01.06.1960 12:00,4.7
04.07.1960 12:00,5.8
03.08.1960 12:00,2.8
