date,mean autumn bottom temperature
1988,6.2
1989,6.3
1990,6.32
1991,6.3
1992,6.37
1993,6.39
1994,6.44
1996,6.53
1997,6.59
1998,6.68
1999,6.52
2000,6.53
2001,6.58
2002,6.59
2003,6.6
2004,6.59
2005,6.3
2006,6.23
2007,6.25
2008,6.36
2009,6.4
2010,6.49
2011,6.5
2012,6.53
2013,6.55
2014,6.6
2015,6.64
2016,6.65
2017,6.7
2018,6.74
2019,6.79
2020,6.84
2021,6.9
2022,6.96
2023,7.01
