date,mean autumn Secchi depth
1988,5.05
1989,9.97
1990,7.48
1991,6.9
1992,7.32
1993,3.28
1994,6.08
1995,7.37
1996,5.36
1997,5.34
1998,7.12
1999,6.32
2000,3.07
2001,7.25
2002,6.38
2003,9.01
2004,5.54
2005,8.08
2006,7.42
2007,7.78
2008,6.25
2009,5.18
2010,6.88
2011,7.06
2012,6.62
2013,7.01
2014,4.67
2015,6.05
2016,6.45
2017,8.54
2018,6.09
2019,6.5
2020,4.23
2021,5.84
2022,6.8
2023,5.71
