date,mean spring surface temperature
1988,10.27
1989,9.75
1990,10.09
1991,10.78
1992,10.03
1993,10.68
1994,10.46
1996,12.08
1997,9.67
1998,9.67
1999,11.31
2000,10.1
2001,9.08
2002,9.9
2003,10.61
2004,9.95
2005,9.14
2006,8.91
2007,12.39
2008,9.65
2009,9.26
2010,8.98
2011,11.17
2012,9.76
2013,10.14
2014,12.05
2015,11.03
2016,11.24
2017,11.7
2018,10.86
2019,9.64
2020,13.3
2021,10.0
2022,10.52
2023,10.65
