date,mean spring epilimnion 5-10 m oxygen concentration
1988,11.52
1989,11.88
1990,11.33
1991,10.57
1992,11.64
1993,11.97
1994,11.88
1996,12.72
1997,11.62
1998,11.49
1999,11.44
2000,12.11
2001,11.08
2002,11.16
2003,11.51
2004,11.71
2005,10.64
2006,10.78
2007,11.25
2008,11.13
2009,11.5
2010,11.54
2011,11.05
2012,10.99
2013,12.67
2014,11.36
2015,11.54
2016,11.46
2017,11.4
2018,11.17
2019,11.3
2020,10.8
2021,11.59
2022,11.12
2023,10.43
