date,mean winter epilimnion 0-10 m oxygen concentration
1988,10.43
1989,10.27
1990,10.31
1991,9.29
1992,10.2
1993,10.79
1994,10.77
1997,10.89
1998,10.23
1999,8.87
2000,10.34
2001,9.96
2002,9.75
2003,9.92
2004,9.93
2005,9.82
2006,9.82
2007,10.46
2008,10.17
2009,10.41
2010,10.13
2012,9.89
2013,10.05
2014,10.41
2015,10.5
2016,10.2
2017,9.88
2018,9.76
2019,9.9
2020,10.29
2021,9.73
2022,9.9
2023,10.06
