date,mean autumn epilimnion 0-10 m oxygen concentration
1988,9.63
1989,9.66
1990,9.55
1991,10.23
1992,10.06
1993,9.89
1994,10.29
1996,9.97
1997,9.9
1998,9.36
1999,10.38
2000,9.36
2001,9.85
2002,9.63
2003,9.23
2004,9.85
2005,9.21
2006,9.37
2007,9.88
2008,9.85
2009,9.66
2010,9.73
2011,9.44
2012,9.5
2013,9.33
2014,9.01
2015,9.93
2016,9.31
2017,9.64
2018,9.81
2019,9.58
2020,9.46
2021,9.32
2022,9.4
2023,9.95
