date,mean late autumn bottom oxygen concentration
1988,6.63
1989,5.77
1990,5.52
1991,7.76
1992,6.73
1993,6.69
1994,6.89
1996,5.9
1997,5.37
1998,4.92
1999,7.98
2000,8.0
2001,7.2
2002,7.34
2003,7.14
2004,7.54
2005,7.93
2006,8.53
2007,6.5
2008,6.91
2009,6.69
2010,6.54
2011,6.42
2012,6.1
2013,7.15
2014,6.21
2015,5.93
2016,4.44
2017,2.97
2018,1.83
2019,3.87
2020,4.03
2021,3.32
2022,2.81
2023,2.09
