date,mean spring epilimnion 0-10 m oxygen concentration
1988,11.87
1989,11.96
1990,11.4
1991,11.11
1992,11.77
1993,11.95
1994,11.69
1996,12.42
1997,11.78
1998,11.5
1999,12.0
2000,12.38
2001,11.14
2002,11.59
2003,11.62
2004,12.35
2005,10.82
2006,10.87
2007,11.06
2008,11.36
2009,11.68
2010,11.93
2011,11.74
2012,11.29
2013,13.32
2014,11.72
2015,12.66
2016,11.44
2017,11.69
2018,11.26
2019,11.5
2020,10.65
2021,11.14
2022,11.19
2023,10.78
