date,mean spring Secchi depth
1988,4.94
1989,5.29
1990,5.6
1991,4.58
1992,6.78
1993,5.01
1994,5.63
1995,4.92
1996,5.34
1997,4.94
1998,6.66
1999,4.18
2000,4.52
2001,6.13
2002,4.2
2003,6.02
2004,3.97
2005,4.24
2006,6.12
2007,6.93
2008,9.36
2009,6.03
2010,6.03
2011,5.69
2012,6.38
2013,5.46
2014,6.4
2015,5.64
2016,4.65
2017,7.36
2018,6.85
2019,4.76
2020,6.86
2021,7.46
2022,8.98
2023,8.89
