date,mean winter epilimnion 0-5 m oxygen concentration
1988,10.43
1989,10.29
1990,10.37
1991,9.26
1992,10.2
1993,10.66
1994,10.76
1997,10.85
1998,10.26
1999,8.93
2000,10.48
2001,9.93
2002,9.76
2003,9.98
2004,9.95
2005,9.81
2006,9.83
2007,10.47
2008,10.15
2009,10.48
2010,10.17
2012,9.93
2013,10.05
2014,10.43
2015,10.56
2016,10.32
2017,9.91
2018,9.82
2019,10.0
2020,10.33
2021,9.77
2022,9.95
2023,10.1
