date,mean autumn epilimnion 5-10 m oxygen concentration
1988,9.45
1989,9.38
1990,9.54
1991,11.27
1992,9.99
1993,9.59
1994,10.2
1996,9.93
1997,8.2
1998,9.33
1999,10.65
2000,9.07
2001,9.73
2002,9.5
2003,9.11
2004,9.58
2005,9.07
2006,9.47
2007,9.98
2008,9.83
2009,9.23
2010,9.64
2011,9.42
2012,9.33
2013,9.27
2014,8.6
2015,9.7
2016,9.2
2017,9.47
2018,9.77
2019,9.62
2020,9.54
2021,9.0
2022,9.28
2023,9.97
