date,mean early autumn hypolimnetic oxygen content
1989,14.82
1990,13.95
1991,12.64
1992,13.97
1993,14.42
1994,13.62
1996,13.21
1997,13.32
1998,13.61
1999,13.32
2000,12.6
2001,12.64
2002,13.2
2003,13.71
2004,13.3
2005,13.31
2006,14.43
2007,14.37
2008,14.04
2009,14.08
2010,13.68
2011,11.44
2012,13.12
2013,13.85
2014,14.85
2015,13.72
2016,14.2
2017,12.71
2018,14.26
2019,13.83
2020,13.88
2021,13.95
2022,13.74
2023,13.33
