date,mean summer epilimnion 5-10 m oxygen concentration
1988,11.8
1989,10.65
1990,10.22
1991,10.64
1992,11.41
1993,11.43
1994,12.65
1996,10.3
1997,10.49
1998,9.98
1999,11.12
2000,10.84
2001,10.9
2002,9.78
2003,11.57
2004,11.28
2005,9.88
2006,10.04
2007,9.49
2008,10.21
2009,10.24
2010,10.39
2011,10.49
2012,10.06
2013,11.05
2014,10.39
2015,10.62
2016,10.59
2017,10.92
2018,10.47
2019,11.66
2020,10.66
2021,10.27
2022,10.52
2023,10.48
