date,mean summer bottom oxygen concentration
1988,7.31
1989,4.71
1990,6.32
1991,7.5
1992,7.32
1993,6.69
1994,6.54
1996,5.95
1997,6.09
1998,4.98
1999,8.19
2000,8.4
2001,7.48
2002,7.28
2003,7.92
2004,8.41
2005,8.88
2006,9.25
2007,7.52
2008,7.6
2009,6.79
2010,6.98
2011,6.34
2012,6.85
2013,6.74
2014,6.28
2015,5.99
2016,5.17
2017,4.7
2018,3.42
2019,3.57
2020,4.02
2021,4.38
2022,2.71
2023,2.82
