date,mean autumn Schmidt stability
1988,345.28
1989,393.93
1990,521.98
1991,242.42
1992,203.52
1993,133.62
1994,231.08
1996,175.93
1997,510.42
1998,187.22
1999,178.98
2000,274.27
2001,207.56
2002,246.33
2003,336.61
2004,432.98
2005,488.14
2006,457.72
2007,293.0
2008,398.83
2009,301.37
2010,180.83
2011,246.17
2012,280.5
2013,262.42
2014,430.83
2015,346.88
2016,430.15
2017,292.52
2018,560.99
2019,397.32
2020,305.03
2021,379.95
2022,509.1
2023,375.23
