date,mean summer epilimnion 0-10 m oxygen concentration
1988,11.41
1989,10.39
1990,10.14
1991,10.46
1992,10.78
1993,11.03
1994,11.77
1996,10.35
1997,10.88
1998,9.72
1999,10.88
2000,10.47
2001,10.8
2002,9.63
2003,10.7
2004,10.03
2005,9.68
2006,9.66
2007,9.46
2008,10.3
2009,10.4
2010,10.32
2011,10.68
2012,10.01
2013,10.38
2014,10.81
2015,10.95
2016,10.49
2017,10.13
2018,9.97
2019,11.04
2020,10.24
2021,10.22
2022,10.17
2023,9.84
