date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
17.08.1938 12:00,8.7
09.11.1947 12:00,10.0
12.08.1948 12:00,10.3
12.07.1950 12:00,8.1
01.09.1950 12:00,10.6
06.10.1950 12:00,12.0
24.11.1950 12:00,10.6
19.01.1951 12:00,5.1
10.02.1951 12:00,11.9
20.04.1951 12:00,11.7
30.05.1951 12:00,15.6
16.06.1951 12:00,13.5
20.07.1951 12:00,10.8
23.08.1951 12:00,12.2
20.11.1951 12:00,10.5
09.01.1952 12:00,9.9
27.03.1952 12:00,12.5
05.01.1954 12:00,10.0
03.03.1954 12:00,11.3
05.04.1954 12:00,11.7
03.05.1954 12:00,12.0
01.06.1954 12:00,11.7
01.07.1954 12:00,9.9
02.08.1954 12:00,11.1
06.09.1954 12:00,11.3
05.10.1954 12:00,10.2
02.11.1954 12:00,10.4
01.12.1954 12:00,10.4
19.01.1955 12:00,9.5
14.02.1955 12:00,10.3
15.03.1955 12:00,11.2
14.04.1955 12:00,13.4
16.05.1955 12:00,11.6
14.06.1955 12:00,10.6
12.07.1955 12:00,10.1
09.08.1955 12:00,10.7
13.09.1955 12:00,10.2
07.10.1955 12:00,9.7
11.11.1955 12:00,10.2
19.12.1955 12:00,9.9
16.01.1956 12:00,9.9
03.08.1961 12:00,10.0
16.05.1966 12:00,15.5
09.08.1966 12:00,11.7
19.10.1966 12:00,8.4
22.02.1967 12:00,9.4
06.06.1967 12:00,10.9
28.06.1967 12:00,11.7
26.07.1967 12:00,11.1
30.08.1967 12:00,10.9
25.09.1967 12:00,13.1
23.10.1967 12:00,10.2
21.11.1967 12:00,9.1
19.12.1967 12:00,7.7
23.01.1968 12:00,9.8
21.02.1968 12:00,10.8
20.03.1968 12:00,10.3
22.04.1968 12:00,15.0
05.06.1968 12:00,12.2
27.06.1968 12:00,10.2
31.07.1968 12:00,11.0
26.08.1968 12:00,12.0
29.09.1968 12:00,10.5
29.10.1968 12:00,10.0
18.11.1968 12:00,8.8
16.12.1968 12:00,8.5
15.01.1969 12:00,8.5
18.02.1969 12:00,10.9
26.03.1969 12:00,10.8
16.04.1969 12:00,10.9
19.05.1969 12:00,13.8
26.06.1969 12:00,11.2
06.01.1970 12:00,8.6
22.01.1970 12:00,10.1
10.02.1970 12:00,9.3
04.03.1970 12:00,10.2
01.05.1970 12:00,11.5
29.05.1970 12:00,15.2
24.06.1970 12:00,9.6
24.07.1970 12:00,15.4
19.08.1970 12:00,11.3
