date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
05.02.1910 12:00,4.0
03.03.1910 12:00,3.9
21.04.1910 12:00,4.2
02.06.1910 12:00,4.3
22.07.1910 12:00,4.6
19.08.1910 12:00,4.6
04.10.1910 12:00,4.6
22.11.1910 12:00,4.6
30.12.1910 12:00,4.7
19.01.1911 12:00,4.2
28.02.1911 12:00,3.6
24.03.1911 12:00,4.0
22.05.1911 12:00,4.4
29.06.1911 12:00,4.4
23.07.1911 12:00,4.4
17.08.1938 12:00,4.5
09.11.1947 12:00,4.4
12.07.1950 12:00,4.0
01.09.1950 12:00,4.0
06.10.1950 12:00,4.0
24.11.1950 12:00,4.0
19.01.1951 12:00,4.0
10.02.1951 12:00,4.0
20.04.1951 12:00,4.0
30.05.1951 12:00,4.0
16.06.1951 12:00,4.0
20.07.1951 12:00,4.0
23.08.1951 12:00,4.0
20.11.1951 12:00,4.0
09.01.1952 12:00,4.5
27.03.1952 12:00,4.0
05.01.1954 12:00,4.3
03.03.1954 12:00,3.55
05.04.1954 12:00,4.1
03.05.1954 12:00,4.15
01.06.1954 12:00,4.2
01.07.1954 12:00,4.6
02.08.1954 12:00,4.3
06.09.1954 12:00,4.35
05.10.1954 12:00,4.35
02.11.1954 12:00,4.4
01.12.1954 12:00,4.3
19.01.1955 12:00,4.7
14.02.1955 12:00,4.2
15.03.1955 12:00,3.6
14.04.1955 12:00,4.0
16.05.1955 12:00,4.0
14.06.1955 12:00,4.1
12.07.1955 12:00,4.2
09.08.1955 12:00,4.2
13.09.1955 12:00,4.2
07.10.1955 12:00,4.2
11.11.1955 12:00,4.2
19.12.1955 12:00,4.2
16.01.1956 12:00,4.1
03.08.1961 12:00,4.3
16.05.1966 12:00,4.3
09.08.1966 12:00,4.6
19.10.1966 12:00,4.6
22.02.1967 12:00,4.0
14.01.1969 12:00,4.1
15.01.1969 12:00,4.1
18.02.1969 12:00,4.1
20.02.1969 12:00,4.1
26.03.1969 12:00,4.0
16.04.1969 12:00,3.9
19.05.1969 12:00,4.2
21.05.1969 12:00,4.2
18.06.1969 12:00,4.0
26.06.1969 12:00,4.0
24.07.1969 12:00,4.2
21.10.1969 12:00,4.4
