date,minimum bottom oxygen concentration
1987,0.1
1988,0.1
1989,0.1
1990,0.1
1991,0.1
1993,0.1
1994,0.13
1995,0.1
1996,0.0
1997,0.1
1998,0.11
1999,0.04
2000,0.2
2001,0.1
2002,0.1
2003,0.12
2004,0.2
2005,0.2
2006,0.04
2007,0.0
2008,0.0
2009,0.0
2010,0.1
2011,0.2
2012,0.2
2013,0.2
2014,0.2
2015,0.0
2016,0.05
2017,0.1
2018,0.0
2019,0.06
2020,0.0
