date,mean autumn epilimnion 5-10 m oxygen concentration
1987,4.37
1988,5.15
1989,7.19
1990,6.02
1991,5.62
1992,5.87
1993,6.95
1994,9.07
1995,7.06
1996,7.57
1997,5.38
1998,7.15
1999,7.58
2000,6.41
2001,6.18
2002,7.17
2003,7.96
2004,6.44
2005,6.8
2006,7.22
2007,8.87
2008,7.51
2009,7.35
2010,9.15
2011,9.55
2012,7.47
2013,8.18
2014,7.61
2015,8.15
2016,7.59
2017,9.58
2018,8.48
2019,8.74
2020,8.72
2021,8.72
2022,7.8
2023,8.53
