date,mean spring surface oxygen concentration
1987,11.77
1988,14.92
1989,12.11
1990,13.4
1991,13.42
1992,13.52
1993,12.74
1994,12.99
1995,11.24
1996,14.69
1997,9.61
1998,11.43
1999,13.5
2000,14.14
2001,12.64
2002,12.33
2003,11.12
2004,14.39
2005,12.39
2006,14.15
2007,12.95
2008,12.44
2009,13.83
2010,12.84
2011,12.05
2012,11.97
2013,11.95
2014,11.5
2015,13.53
2016,11.32
2017,10.39
2018,13.44
2019,10.14
2020,10.84
2021,9.01
2022,10.04
2023,10.22
