date,mean early autumn bottom oxygen concentration
1987,0.18
1988,0.14
1989,0.2
1990,0.2
1991,0.1
1992,0.15
1993,0.18
1994,0.18
1995,0.11
1996,0.16
1997,0.1
1998,1.04
1999,0.23
2000,0.21
2001,0.14
2002,0.15
2003,0.19
2004,0.24
2005,0.34
2006,0.83
2007,0.0
2008,0.0
2009,0.05
2010,0.38
2011,0.44
2012,0.21
2013,0.3
2014,0.3
2015,0.6
2016,0.1
2017,0.21
2018,0.16
2019,0.39
2020,0.0
