date,mean spring Schmidt stability
1987,524.36
1988,1025.78
1989,759.13
1990,1071.84
1991,839.04
1992,791.06
1993,979.47
1994,1144.87
1995,888.05
1996,1172.7
1997,1334.49
1998,915.47
1999,1079.27
2000,744.77
2001,998.45
2002,983.33
2003,947.61
2004,806.55
2005,744.74
2006,1213.67
2007,2186.96
2008,1187.02
2009,1064.88
2010,807.13
2011,1993.51
2012,1224.79
2013,840.49
2014,1692.85
2015,1480.87
2016,1778.05
2017,2132.99
2018,1329.88
2019,1212.72
2020,1968.03
2021,986.09
2022,1399.35
2023,1515.48
