date,mean autumn epilimnion 0-10 m oxygen concentration
1987,6.23
1988,6.91
1989,7.35
1990,6.24
1991,6.21
1992,6.49
1993,7.31
1994,9.4
1995,8.93
1996,7.93
1997,6.82
1998,7.46
1999,7.84
2000,7.68
2001,7.72
2002,8.03
2003,8.14
2004,7.57
2005,7.03
2006,7.82
2007,9.03
2008,8.05
2009,8.0
2010,9.19
2011,9.85
2012,7.83
2013,8.17
2014,8.67
2015,8.31
2016,7.57
2017,9.54
2018,9.0
2019,8.69
2020,8.95
2021,8.82
2022,7.76
2023,8.67
