date,mean annual surface temperature
1987,13.82
1988,14.89
1989,14.17
1990,15.15
1991,14.64
1993,14.54
1994,15.08
1995,14.59
1996,14.63
1997,14.98
1998,14.82
1999,14.45
2000,14.49
2001,14.39
2002,14.76
2003,15.93
2004,14.71
2005,14.85
2006,15.15
2007,15.25
2008,14.49
2009,15.54
2010,14.28
2011,15.75
2012,15.25
2013,14.9
2014,15.43
2015,15.81
2016,15.38
2017,15.24
2018,16.22
2019,15.58
2020,15.87
2021,15.16
2022,16.87
2023,16.17
