date,mean autumn bottom oxygen concentration
1987,0.1
1988,0.1
1989,0.2
1990,0.2
1991,0.17
1992,0.12
1993,0.2
1994,0.2
1995,0.18
1996,0.19
1997,0.15
1998,0.2
1999,0.95
2000,0.21
2001,0.19
2002,0.19
2003,0.2
2004,0.26
2005,0.36
2006,0.58
2007,0.0
2008,0.0
2009,0.08
2010,0.22
2011,0.46
2012,0.2
2013,0.29
2014,0.3
2015,0.64
2016,0.1
2017,0.2
2018,0.19
2019,0.31
2020,0.0
