date,mean early autumn hypolimnetic oxygen concentration
1987,4.22
1988,3.12
1989,1.96
1990,1.2
1991,1.57
1992,2.51
1993,2.75
1994,2.62
1995,2.94
1996,2.78
1997,1.54
1998,2.39
1999,4.47
2000,4.89
2001,1.6
2002,2.21
2003,2.76
2004,3.74
2005,5.77
2006,5.14
2007,1.88
2008,1.84
2009,3.6
2010,4.8
2011,4.94
2012,3.57
2013,4.18
2014,1.18
2015,2.74
2016,0.93
2017,2.29
2018,3.08
2019,3.56
2020,1.37
