date,mean winter Secchi depth
1988,6.11
1989,6.11
1990,9.63
1991,5.75
1993,5.0
1994,7.57
1995,5.54
1996,5.23
1997,6.97
1998,6.41
1999,8.96
2000,8.97
2001,7.08
2002,7.4
2003,10.42
2004,7.49
2005,7.45
2006,10.53
2007,10.31
2008,11.68
2009,11.49
2010,9.14
2011,9.8
2012,9.47
2014,7.28
2015,8.1
2016,8.1
2017,6.0
2018,8.86
2019,7.7
2020,5.64
2021,6.65
2022,5.96
2023,9.32
