date,mean winter epilimnion 0-10 m oxygen concentration
1987,4.72
1988,6.33
1989,3.78
1990,4.58
1991,2.45
1993,6.54
1994,5.56
1995,4.87
1996,7.57
1997,7.01
1998,5.51
1999,4.64
2000,5.62
2001,9.52
2002,4.35
2003,6.65
2004,5.5
2005,6.76
2006,6.71
2007,8.76
2008,6.88
2009,5.95
2010,5.97
2011,8.32
2012,7.22
2013,7.79
2014,7.81
2015,7.49
2016,5.92
2017,4.03
2018,5.9
2019,5.88
2020,9.55
2021,5.99
2022,4.76
2023,7.89
