date,mean winter epilimnion 5-10 m oxygen concentration
1987,4.7
1988,6.24
1989,3.79
1990,4.37
1991,2.3
1993,6.7
1994,5.6
1995,4.72
1996,7.54
1997,6.97
1998,5.48
1999,4.62
2000,5.58
2001,9.67
2002,4.37
2003,6.65
2004,5.67
2005,6.98
2006,6.79
2007,8.77
2008,6.88
2009,5.9
2010,6.1
2011,8.3
2012,7.25
2013,7.87
2014,7.81
2015,7.5
2016,5.88
2017,4.14
2018,5.86
2019,5.86
2020,9.26
2021,6.09
2022,4.57
2023,8.14
