date,mean summer epilimnion 5-10 m oxygen concentration
1987,6.11
1988,3.12
1989,6.21
1990,6.53
1991,7.0
1992,6.18
1993,7.24
1994,7.64
1995,8.68
1996,8.41
1997,9.42
1998,9.98
1999,10.28
2000,9.31
2001,8.81
2002,13.79
2003,18.19
2004,12.64
2005,10.45
2006,11.81
2007,9.49
2008,10.2
2009,9.15
2010,15.2
2011,10.52
2012,12.88
2013,11.99
2014,10.99
2015,10.7
2016,11.11
2017,13.2
2018,10.24
2019,13.51
2020,12.16
2021,12.24
2022,9.52
2023,13.47
