date,mean summer epilimnion 0-10 m oxygen concentration
1987,8.97
1988,7.86
1989,7.98
1990,9.22
1991,9.26
1992,8.74
1993,9.35
1994,8.94
1995,10.55
1996,9.9
1997,10.26
1998,11.23
1999,11.85
2000,10.36
2001,9.86
2002,13.46
2003,14.79
2004,12.31
2005,10.78
2006,12.27
2007,10.8
2008,11.19
2009,10.15
2010,13.01
2011,10.78
2012,11.7
2013,13.19
2014,11.56
2015,11.21
2016,11.34
2017,14.53
2018,10.8
2019,11.58
2020,10.97
2021,11.02
2022,8.7
2023,11.61
